flag_id,check,severity,cbsa_code,cbsa_title,year,measure,detail,dispositioned
6194159b85,outlier_gate,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2021,per_capita_income_growth,per_capita_income growth +22.1% is +5.0 sigma vs the 2021 metro median (+9.2%); blocked until dispositioned,False
b47d1ee936,outlier_gate,BLOCKER,20500,"Durham-Chapel Hill, NC",2019,population_growth,population growth +12.0% is +6.2 sigma vs the 2019 metro median (+0.6%); blocked until dispositioned,False
4b8ec9ad0e,outlier_gate,BLOCKER,35300,"New Haven, CT",2023,population_growth,population growth -34.7% is -6.9 sigma vs the 2023 metro median (+0.5%); blocked until dispositioned,False
ec3dd24e6d,outlier_gate,BLOCKER,35380,"New Orleans-Metairie, LA",2023,population_growth,population growth -22.8% is -4.6 sigma vs the 2023 metro median (+0.5%); blocked until dispositioned,False
f64b664962,outlier_gate,BLOCKER,39900,"Reno, NV",2018,zori_growth,zori growth +10.7% is +4.0 sigma vs the 2018 metro median (+3.9%); blocked until dispositioned,False
3a30768776,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2018,zhvi_growth,zhvi growth +23.2% is +5.6 sigma vs the 2018 metro median (+6.2%); blocked until dispositioned,False
de4db07dbb,outlier_gate,BLOCKER,14260,"Boise City, ID",2021,zhvi_growth,zhvi growth +35.9% is +5.1 sigma vs the 2021 metro median (+15.2%); blocked until dispositioned,False
fcb49e6810,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2017,avg_annual_pay_growth,avg_annual_pay growth +7.3% is +4.3 sigma vs the 2017 metro median (+2.9%); blocked until dispositioned,False
11bfc1df81,outlier_gate,BLOCKER,39340,"Provo-Orem-Lehi, UT",2019,avg_annual_pay_growth,avg_annual_pay growth +7.3% is +4.6 sigma vs the 2019 metro median (+3.2%); blocked until dispositioned,False
ec75a4902b,outlier_gate,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2020,avg_annual_pay_growth,avg_annual_pay growth +15.8% is +4.1 sigma vs the 2020 metro median (+7.8%); blocked until dispositioned,False
6217209ed3,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020,avg_annual_pay_growth,avg_annual_pay growth +17.5% is +5.0 sigma vs the 2020 metro median (+7.8%); blocked until dispositioned,False
