flag_id,check,severity,cbsa_code,cbsa_title,year,measure,detail,dispositioned
bd13a5996e,cross_source_jobs,BLOCKER,25420,"Harrisburg-Carlisle, PA",2022,qcew_job_growth,"qcew_job_growth +2.5% vs ces_job_growth +4.3% (centered diff -1.5%, z -3.1); verify boundary/source before publishing",True
4bcd87aaa2,cross_source_jobs,BLOCKER,35620,"New York-Newark-Jersey City, NY-NJ",2022,qcew_job_growth,"qcew_job_growth +5.5% vs ces_job_growth +7.3% (centered diff -1.5%, z -3.1); verify boundary/source before publishing",True
3eb8d3c878,cross_source_jobs,BLOCKER,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022,qcew_job_growth,"qcew_job_growth +3.8% vs ces_job_growth +5.9% (centered diff -1.8%, z -3.7); verify boundary/source before publishing",True
937882a166,cross_source_jobs,BLOCKER,23420,"Fresno, CA",2023,qcew_job_growth,"qcew_job_growth +1.5% vs ces_job_growth +3.3% (centered diff -1.6%, z -3.5); verify boundary/source before publishing",True
c3fe1e9822,cross_source_jobs,BLOCKER,12940,"Baton Rouge, LA",2024,qcew_job_growth,"qcew_job_growth +1.6% vs ces_job_growth +3.2% (centered diff -1.4%, z -3.2); verify boundary/source before publishing",True
eae8b3f3b4,cross_source_income,BLOCKER,26420,"Houston-Pasadena-The Woodlands, TX",2016,bea_income_growth,"bea_income_growth -6.2% vs qcew_pay_growth -1.8% (centered diff -5.1%, z -2.9); verify boundary/source before publishing",True
8b6638db9f,cross_source_income,BLOCKER,28660,"Killeen-Temple, TX",2016,bea_income_growth,"bea_income_growth -0.5% vs qcew_pay_growth +3.2% (centered diff -4.4%, z -2.5); verify boundary/source before publishing",True
d99c37c7fe,cross_source_income,BLOCKER,46140,"Tulsa, OK",2016,bea_income_growth,"bea_income_growth -12.1% vs qcew_pay_growth -1.6% (centered diff -11.2%, z -6.4); verify boundary/source before publishing",True
5af06566be,cross_source_income,BLOCKER,46140,"Tulsa, OK",2017,bea_income_growth,"bea_income_growth +7.1% vs qcew_pay_growth +2.3% (centered diff +4.0%, z +3.0); verify boundary/source before publishing",True
8d3ff64b7b,cross_source_income,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2018,bea_income_growth,"bea_income_growth +6.6% vs qcew_pay_growth +1.4% (centered diff +4.2%, z +3.3); verify boundary/source before publishing",True
fc010203eb,cross_source_income,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2019,bea_income_growth,"bea_income_growth -4.6% vs qcew_pay_growth +4.5% (centered diff -10.2%, z -6.1); verify boundary/source before publishing",True
9249ed8aac,cross_source_income,BLOCKER,12420,"Austin-Round Rock-San Marcos, TX",2020,bea_income_growth,"bea_income_growth +2.5% vs qcew_pay_growth +9.6% (centered diff -6.3%, z -2.5); verify boundary/source before publishing",True
920cf1badd,cross_source_income,BLOCKER,12540,"Bakersfield-Delano, CA",2020,bea_income_growth,"bea_income_growth +13.5% vs qcew_pay_growth +7.6% (centered diff +6.8%, z +2.6); verify boundary/source before publishing",True
c6aa432961,cross_source_income,BLOCKER,14460,"Boston-Cambridge-Newton, MA-NH",2020,bea_income_growth,"bea_income_growth +5.8% vs qcew_pay_growth +11.1% (centered diff -4.4%, z -1.7); verify boundary/source before publishing",True
c4a12963d8,cross_source_income,BLOCKER,14860,"Bridgeport-Stamford-Danbury, CT",2020,bea_income_growth,"bea_income_growth -0.1% vs qcew_pay_growth +8.6% (centered diff -7.8%, z -3.0); verify boundary/source before publishing",True
d0b34972bf,cross_source_income,BLOCKER,23420,"Fresno, CA",2020,bea_income_growth,"bea_income_growth +13.3% vs qcew_pay_growth +8.3% (centered diff +5.8%, z +2.3); verify boundary/source before publishing",True
7e12427afe,cross_source_income,BLOCKER,32580,"McAllen-Edinburg-Mission, TX",2020,bea_income_growth,"bea_income_growth +10.7% vs qcew_pay_growth +6.0% (centered diff +5.6%, z +2.2); verify boundary/source before publishing",True
1af5bfb77e,cross_source_income,BLOCKER,33700,"Modesto, CA",2020,bea_income_growth,"bea_income_growth +12.1% vs qcew_pay_growth +8.3% (centered diff +4.7%, z +1.8); verify boundary/source before publishing",True
f9acc33b6a,cross_source_income,BLOCKER,35620,"New York-Newark-Jersey City, NY-NJ",2020,bea_income_growth,"bea_income_growth +4.5% vs qcew_pay_growth +10.5% (centered diff -5.1%, z -2.0); verify boundary/source before publishing",True
828fffaed2,cross_source_income,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2020,bea_income_growth,"bea_income_growth +8.9% vs qcew_pay_growth +15.8% (centered diff -6.0%, z -2.3); verify boundary/source before publishing",True
f1fe5f709e,cross_source_income,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020,bea_income_growth,"bea_income_growth +8.6% vs qcew_pay_growth +17.5% (centered diff -8.0%, z -3.1); verify boundary/source before publishing",True
d68e1aef84,cross_source_income,BLOCKER,42660,"Seattle-Tacoma-Bellevue, WA",2020,bea_income_growth,"bea_income_growth +6.4% vs qcew_pay_growth +11.6% (centered diff -4.3%, z -1.7); verify boundary/source before publishing",True
01ee6b6b25,cross_source_income,BLOCKER,44700,"Stockton-Lodi, CA",2020,bea_income_growth,"bea_income_growth +14.0% vs qcew_pay_growth +8.9% (centered diff +6.0%, z +2.3); verify boundary/source before publishing",True
25d6d12543,cross_source_income,BLOCKER,15980,"Cape Coral-Fort Myers, FL",2021,bea_income_growth,"bea_income_growth +5.3% vs qcew_pay_growth +5.8% (centered diff -4.7%, z -2.1); verify boundary/source before publishing",True
446dfbb6b8,cross_source_income,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2021,bea_income_growth,"bea_income_growth +22.1% vs qcew_pay_growth +6.3% (centered diff +11.5%, z +5.2); verify boundary/source before publishing",True
7d0224355d,cross_source_income,BLOCKER,45060,"Syracuse, NY",2021,bea_income_growth,"bea_income_growth +5.6% vs qcew_pay_growth +5.8% (centered diff -4.4%, z -2.0); verify boundary/source before publishing",True
84533bb639,cross_source_income,BLOCKER,12420,"Austin-Round Rock-San Marcos, TX",2022,bea_income_growth,"bea_income_growth +8.2% vs qcew_pay_growth +5.0% (centered diff +5.1%, z +2.0); verify boundary/source before publishing",True
4174a8b2a6,cross_source_income,BLOCKER,12540,"Bakersfield-Delano, CA",2022,bea_income_growth,"bea_income_growth -3.6% vs qcew_pay_growth +2.7% (centered diff -4.3%, z -1.6); verify boundary/source before publishing",True
2259d5da4c,cross_source_income,BLOCKER,14860,"Bridgeport-Stamford-Danbury, CT",2022,bea_income_growth,"bea_income_growth +6.8% vs qcew_pay_growth +3.6% (centered diff +5.1%, z +1.9); verify boundary/source before publishing",True
29569bd557,cross_source_income,BLOCKER,15980,"Cape Coral-Fort Myers, FL",2022,bea_income_growth,"bea_income_growth +1.6% vs qcew_pay_growth +8.0% (centered diff -4.5%, z -1.7); verify boundary/source before publishing",True
b295527cc6,cross_source_income,BLOCKER,19740,"Denver-Aurora-Centennial, CO",2022,bea_income_growth,"bea_income_growth +8.2% vs qcew_pay_growth +5.2% (centered diff +4.9%, z +1.9); verify boundary/source before publishing",True
de21b4c27a,cross_source_income,BLOCKER,28140,"Kansas City, MO-KS",2022,bea_income_growth,"bea_income_growth +7.5% vs qcew_pay_growth +4.1% (centered diff +5.4%, z +2.0); verify boundary/source before publishing",True
119cb3abb4,cross_source_income,BLOCKER,29460,"Lakeland-Winter Haven, FL",2022,bea_income_growth,"bea_income_growth -1.0% vs qcew_pay_growth +6.7% (centered diff -5.8%, z -2.2); verify boundary/source before publishing",True
c404d16adb,cross_source_income,BLOCKER,32580,"McAllen-Edinburg-Mission, TX",2022,bea_income_growth,"bea_income_growth -3.0% vs qcew_pay_growth +4.3% (centered diff -5.4%, z -2.1); verify boundary/source before publishing",True
c3b982c3f3,cross_source_income,BLOCKER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2022,bea_income_growth,"bea_income_growth +8.2% vs qcew_pay_growth +6.0% (centered diff +4.1%, z +1.6); verify boundary/source before publishing",True
ea434e4429,cross_source_income,BLOCKER,36420,"Oklahoma City, OK",2022,bea_income_growth,"bea_income_growth +7.0% vs qcew_pay_growth +4.6% (centered diff +4.3%, z +1.6); verify boundary/source before publishing",True
452b78f032,cross_source_income,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2022,bea_income_growth,"bea_income_growth -1.6% vs qcew_pay_growth -8.3% (centered diff +8.6%, z +3.3); verify boundary/source before publishing",True
8cfde31525,cross_source_income,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022,bea_income_growth,"bea_income_growth -2.2% vs qcew_pay_growth -9.4% (centered diff +9.1%, z +3.5); verify boundary/source before publishing",True
af6983bb2f,cross_source_income,BLOCKER,42660,"Seattle-Tacoma-Bellevue, WA",2022,bea_income_growth,"bea_income_growth +3.4% vs qcew_pay_growth +0.2% (centered diff +5.2%, z +2.0); verify boundary/source before publishing",True
0b2fa6edec,cross_source_income,BLOCKER,46140,"Tulsa, OK",2022,bea_income_growth,"bea_income_growth +8.8% vs qcew_pay_growth +4.9% (centered diff +5.8%, z +2.2); verify boundary/source before publishing",True
b228f010fc,cross_source_income,BLOCKER,48620,"Wichita, KS",2022,bea_income_growth,"bea_income_growth -0.2% vs qcew_pay_growth +6.7% (centered diff -5.0%, z -1.9); verify boundary/source before publishing",True
dc759a3bc8,cross_source_income,BLOCKER,28140,"Kansas City, MO-KS",2023,bea_income_growth,"bea_income_growth +1.4% vs qcew_pay_growth +3.7% (centered diff -4.5%, z -3.3); verify boundary/source before publishing",True
3ee8302bc6,cross_source_income,BLOCKER,33700,"Modesto, CA",2023,bea_income_growth,"bea_income_growth +2.5% vs qcew_pay_growth +4.4% (centered diff -4.1%, z -3.1); verify boundary/source before publishing",True
d5836c0428,cross_source_income,BLOCKER,23420,"Fresno, CA",2024,bea_income_growth,"bea_income_growth +8.0% vs qcew_pay_growth +3.4% (centered diff +4.1%, z +3.1); verify boundary/source before publishing",True
7b8109748a,cross_source_income,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2024,bea_income_growth,"bea_income_growth +5.5% vs qcew_pay_growth +12.7% (centered diff -7.7%, z -5.8); verify boundary/source before publishing",True
230aa18e39,cross_source_home_values,BLOCKER,12940,"Baton Rouge, LA",2017,zhvi_growth,"zhvi_growth -0.5% vs fhfa_hpi_growth +4.0% (centered diff -4.8%, z -4.0); verify boundary/source before publishing",True
725041521c,cross_source_home_values,BLOCKER,40380,"Rochester, NY",2018,zhvi_growth,"zhvi_growth +0.6% vs fhfa_hpi_growth +4.9% (centered diff -4.7%, z -2.7); verify boundary/source before publishing",True
7b9903b5ce,cross_source_home_values,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2018,zhvi_growth,"zhvi_growth +23.2% vs fhfa_hpi_growth +9.9% (centered diff +12.9%, z +7.3); verify boundary/source before publishing",True
4b4b05d168,cross_source_home_values,BLOCKER,42540,"Scranton--Wilkes-Barre, PA",2018,zhvi_growth,"zhvi_growth +6.6% vs fhfa_hpi_growth +2.2% (centered diff +4.0%, z +2.3); verify boundary/source before publishing",True
1a68811de2,cross_source_home_values,BLOCKER,12420,"Austin-Round Rock-San Marcos, TX",2019,zhvi_growth,"zhvi_growth +2.9% vs fhfa_hpi_growth +6.5% (centered diff -3.6%, z -3.3); verify boundary/source before publishing",True
4fdabd71a3,cross_source_home_values,BLOCKER,32580,"McAllen-Edinburg-Mission, TX",2020,zhvi_growth,"zhvi_growth +9.1% vs fhfa_hpi_growth +4.6% (centered diff +3.5%, z +3.2); verify boundary/source before publishing",True
a909a4dad5,cross_source_home_values,BLOCKER,12420,"Austin-Round Rock-San Marcos, TX",2021,zhvi_growth,"zhvi_growth +30.4% vs fhfa_hpi_growth +25.3% (centered diff +4.3%, z +2.9); verify boundary/source before publishing",True
8cd958106b,cross_source_home_values,BLOCKER,14260,"Boise City, ID",2021,zhvi_growth,"zhvi_growth +35.9% vs fhfa_hpi_growth +28.9% (centered diff +6.3%, z +4.2); verify boundary/source before publishing",True
cba46ed2ed,cross_source_home_values,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2021,zhvi_growth,"zhvi_growth +13.8% vs fhfa_hpi_growth +6.1% (centered diff +6.9%, z +4.6); verify boundary/source before publishing",True
769a8ec808,cross_source_home_values,BLOCKER,15980,"Cape Coral-Fort Myers, FL",2022,zhvi_growth,"zhvi_growth +32.0% vs fhfa_hpi_growth +29.4% (centered diff +5.3%, z +2.7); verify boundary/source before publishing",True
1337d47f9a,cross_source_home_values,BLOCKER,26420,"Houston-Pasadena-The Woodlands, TX",2022,zhvi_growth,"zhvi_growth +17.2% vs fhfa_hpi_growth +15.4% (centered diff +4.4%, z +2.3); verify boundary/source before publishing",True
3cf4886310,cross_source_home_values,BLOCKER,29820,"Las Vegas-Henderson-North Las Vegas, NV",2022,zhvi_growth,"zhvi_growth +21.8% vs fhfa_hpi_growth +20.5% (centered diff +4.0%, z +2.1); verify boundary/source before publishing",True
0f2d290ae2,cross_source_home_values,BLOCKER,33340,"Milwaukee-Waukesha, WI",2022,zhvi_growth,"zhvi_growth +7.2% vs fhfa_hpi_growth +14.2% (centered diff -4.3%, z -2.2); verify boundary/source before publishing",True
194cc7664a,cross_source_home_values,BLOCKER,35840,"North Port-Bradenton-Sarasota, FL",2022,zhvi_growth,"zhvi_growth +31.7% vs fhfa_hpi_growth +29.2% (centered diff +5.1%, z +2.6); verify boundary/source before publishing",True
420bdcab50,cross_source_home_values,BLOCKER,38940,"Port St. Lucie, FL",2022,zhvi_growth,"zhvi_growth +28.4% vs fhfa_hpi_growth +25.9% (centered diff +5.2%, z +2.7); verify boundary/source before publishing",True
7c8ac3802a,cross_source_home_values,BLOCKER,42540,"Scranton--Wilkes-Barre, PA",2022,zhvi_growth,"zhvi_growth +9.5% vs fhfa_hpi_growth +16.6% (centered diff -4.5%, z -2.3); verify boundary/source before publishing",True
7c4cba8310,cross_source_home_values,BLOCKER,12940,"Baton Rouge, LA",2023,zhvi_growth,"zhvi_growth +2.8% vs fhfa_hpi_growth +0.8% (centered diff +4.7%, z +3.4); verify boundary/source before publishing",True
7693fad728,cross_source_home_values,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2023,zhvi_growth,"zhvi_growth -4.5% vs fhfa_hpi_growth +3.8% (centered diff -5.4%, z -3.9); verify boundary/source before publishing",True
9f30c5bbaa,cross_source_home_values,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2024,zhvi_growth,"zhvi_growth +9.4% vs fhfa_hpi_growth +5.3% (centered diff +5.6%, z +4.1); verify boundary/source before publishing",True
844d054adb,cross_source_population,BLOCKER,46520,"Urban Honolulu, HI",2016,acs_pop_growth,"acs_pop_growth -0.6% vs pep_pop_growth +0.1% (centered diff -0.7%, z -3.4); verify boundary/source before publishing",True
1936c7ad30,cross_source_population,BLOCKER,37860,"Pensacola-Ferry Pass-Brent, FL",2017,acs_pop_growth,"acs_pop_growth +0.4% vs pep_pop_growth +1.3% (centered diff -0.8%, z -4.2); verify boundary/source before publishing",True
1db21af33f,cross_source_population,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2017,acs_pop_growth,"acs_pop_growth +1.0% vs pep_pop_growth +0.3% (centered diff +0.7%, z +3.8); verify boundary/source before publishing",True
3b9b3ebf21,cross_source_population,BLOCKER,29820,"Las Vegas-Henderson-North Las Vegas, NV",2018,acs_pop_growth,"acs_pop_growth +1.3% vs pep_pop_growth +2.1% (centered diff -0.8%, z -3.7); verify boundary/source before publishing",True
83db7bcc09,cross_source_population,BLOCKER,10740,"Albuquerque, NM",2019,acs_pop_growth,"acs_pop_growth -0.3% vs pep_pop_growth +0.4% (centered diff -0.6%, z -3.3); verify boundary/source before publishing",True
784626197e,cross_source_population,BLOCKER,16860,"Chattanooga, TN-GA",2019,acs_pop_growth,"acs_pop_growth +1.3% vs pep_pop_growth +0.7% (centered diff +0.6%, z +3.3); verify boundary/source before publishing",True
a8c00f4ab0,cross_source_population,BLOCKER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019,acs_pop_growth,"acs_pop_growth -0.5% vs pep_pop_growth +0.4% (centered diff -0.9%, z -4.8); verify boundary/source before publishing",True
5dfb6105b3,cross_source_population,BLOCKER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2022,acs_pop_growth,"acs_pop_growth +0.8% vs pep_pop_growth +1.7% (centered diff -0.9%, z -3.1); verify boundary/source before publishing",True
8d0079ebac,cross_source_population,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022,acs_pop_growth,"acs_pop_growth -0.7% vs pep_pop_growth +0.3% (centered diff -1.0%, z -3.6); verify boundary/source before publishing",True
232d7a758e,cross_source_population,BLOCKER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2023,acs_pop_growth,"acs_pop_growth +0.7% vs pep_pop_growth +2.0% (centered diff -1.1%, z -4.3); verify boundary/source before publishing",True
8cb58a39c7,cross_source_population,BLOCKER,36740,"Orlando-Kissimmee-Sanford, FL",2023,acs_pop_growth,"acs_pop_growth +1.9% vs pep_pop_growth +2.9% (centered diff -0.8%, z -3.1); verify boundary/source before publishing",True
2e7c8d9ad4,cross_source_population,BLOCKER,39580,"Raleigh-Cary, NC",2023,acs_pop_growth,"acs_pop_growth +1.7% vs pep_pop_growth +2.7% (centered diff -0.8%, z -3.3); verify boundary/source before publishing",True
2ed7dd4047,cross_source_population,BLOCKER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2024,acs_pop_growth,"acs_pop_growth +4.4% vs pep_pop_growth +1.9% (centered diff +2.2%, z +5.4); verify boundary/source before publishing",True
7dd6b8874c,cross_source_population,BLOCKER,36740,"Orlando-Kissimmee-Sanford, FL",2024,acs_pop_growth,"acs_pop_growth +4.3% vs pep_pop_growth +2.7% (centered diff +1.4%, z +3.4); verify boundary/source before publishing",True
5d31f30dc4,outlier_gate,BLOCKER,29820,"Las Vegas-Henderson-North Las Vegas, NV",2022,total_emp_growth,total_emp growth +9.6% is +4.1 sigma vs the 2022 metro median (+3.8%); blocked until dispositioned,True
c6ee79a607,outlier_gate,BLOCKER,46140,"Tulsa, OK",2016,per_capita_income_growth,per_capita_income growth -12.1% is -6.8 sigma vs the 2016 metro median (+2.1%); blocked until dispositioned,True
4274156ac7,outlier_gate,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2019,per_capita_income_growth,per_capita_income growth -4.6% is -5.8 sigma vs the 2019 metro median (+4.4%); blocked until dispositioned,True
6194159b85,outlier_gate,BLOCKER,22220,"Fayetteville-Springdale-Rogers, AR",2021,per_capita_income_growth,per_capita_income growth +22.1% is +5.0 sigma vs the 2021 metro median (+9.2%); blocked until dispositioned,True
cad119dbc1,outlier_gate,BLOCKER,39340,"Provo-Orem-Lehi, UT",2018,housing_units_growth,housing_units growth +4.3% is +4.7 sigma vs the 2018 metro median (+0.9%); blocked until dispositioned,True
ff8ec42fdf,outlier_gate,BLOCKER,39340,"Provo-Orem-Lehi, UT",2022,housing_units_growth,housing_units growth +5.7% is +4.2 sigma vs the 2022 metro median (+1.2%); blocked until dispositioned,True
f64b664962,outlier_gate,BLOCKER,39900,"Reno, NV",2018,zori_growth,zori growth +10.7% is +4.0 sigma vs the 2018 metro median (+3.9%); blocked until dispositioned,True
3a30768776,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2018,zhvi_growth,zhvi growth +23.2% is +5.6 sigma vs the 2018 metro median (+6.2%); blocked until dispositioned,True
de4db07dbb,outlier_gate,BLOCKER,14260,"Boise City, ID",2021,zhvi_growth,zhvi growth +35.9% is +5.1 sigma vs the 2021 metro median (+15.2%); blocked until dispositioned,True
fcb49e6810,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2017,avg_annual_pay_growth,avg_annual_pay growth +7.3% is +4.3 sigma vs the 2017 metro median (+2.9%); blocked until dispositioned,True
11bfc1df81,outlier_gate,BLOCKER,39340,"Provo-Orem-Lehi, UT",2019,avg_annual_pay_growth,avg_annual_pay growth +7.3% is +4.6 sigma vs the 2019 metro median (+3.2%); blocked until dispositioned,True
ec75a4902b,outlier_gate,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2020,avg_annual_pay_growth,avg_annual_pay growth +15.8% is +4.1 sigma vs the 2020 metro median (+7.8%); blocked until dispositioned,True
6217209ed3,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020,avg_annual_pay_growth,avg_annual_pay growth +17.5% is +5.0 sigma vs the 2020 metro median (+7.8%); blocked until dispositioned,True
1de7c86e67,outlier_gate,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2021,avg_annual_pay_growth,avg_annual_pay growth +12.8% is +4.4 sigma vs the 2021 metro median (+4.6%); blocked until dispositioned,True
46164006d7,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2021,avg_annual_pay_growth,avg_annual_pay growth +13.9% is +4.9 sigma vs the 2021 metro median (+4.6%); blocked until dispositioned,True
dc0c9ea303,outlier_gate,BLOCKER,41860,"San Francisco-Oakland-Fremont, CA",2022,avg_annual_pay_growth,avg_annual_pay growth -8.3% is -5.5 sigma vs the 2022 metro median (+4.3%); blocked until dispositioned,True
7336ec2b7f,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022,avg_annual_pay_growth,avg_annual_pay growth -9.4% is -6.0 sigma vs the 2022 metro median (+4.3%); blocked until dispositioned,True
2c1a23ea04,outlier_gate,BLOCKER,41940,"San Jose-Sunnyvale-Santa Clara, CA",2024,avg_annual_pay_growth,avg_annual_pay growth +12.7% is +6.5 sigma vs the 2024 metro median (+4.1%); blocked until dispositioned,True
32bba12050,top10_review,BLOCKER,26620,"Huntsville, AL",vintage_2024_ranking,vintage_2024_ranking,entered the top 10 (13 -> 4); rank #4 may not publish without a logged anomaly review of its input values (P0 rule 4),True
5b9e05b6fd,top10_review,BLOCKER,40380,"Rochester, NY",vintage_2024_ranking,vintage_2024_ranking,moved 35 -> 7; rank #7 may not publish without a logged anomaly review of its input values (P0 rule 4),True
4d8eb0a216,top10_review,BLOCKER,12580,"Baltimore-Columbia-Towson, MD",vintage_2024_ranking,vintage_2024_ranking,entered the top 10 (17 -> 8); rank #8 may not publish without a logged anomaly review of its input values (P0 rule 4),True
e61e8e3716,top10_review,BLOCKER,15380,"Buffalo-Cheektowaga, NY",vintage_2024_ranking,vintage_2024_ranking,entered the top 10 (11 -> 9); rank #9 may not publish without a logged anomaly review of its input values (P0 rule 4),True
272cbae654,top10_review,BLOCKER,40380,"Rochester, NY",provisional_2025_ranking,provisional_2025_ranking,entered the top 10 (15 -> 10); rank #10 may not publish without a logged anomaly review of its input values (P0 rule 4),True
