month,cbsa_code,yoy
2026-05,17900,0.011
2018-01,18140,0.0523
2018-02,18140,0.0516
2018-03,18140,0.0509
2018-04,18140,0.0507
2018-05,18140,0.0567
2018-06,18140,0.0581
2018-07,18140,0.0594
2018-08,18140,0.0574
2018-09,18140,0.0526
2018-10,18140,0.0529
2018-11,18140,0.0483
2018-12,18140,0.0504
2019-01,18140,0.0479
2019-02,18140,0.0472
2019-03,18140,0.0421
2019-04,18140,0.0388
2019-05,18140,0.0391
2019-06,18140,0.0402
2019-07,18140,0.0415
2019-08,18140,0.04
2019-09,18140,0.0416
2019-10,18140,0.0436
2019-11,18140,0.048
2019-12,18140,0.0478
2020-01,18140,0.0455
2020-02,18140,0.0435
2020-03,18140,0.05
2020-04,18140,0.0501
2020-05,18140,0.0451
2020-06,18140,0.0415
2020-07,18140,0.0408
2020-08,18140,0.0449
2020-09,18140,0.0451
2020-10,18140,0.0501
2020-11,18140,0.0521
2020-12,18140,0.0492
2021-01,18140,0.0505
2021-02,18140,0.053
2021-03,18140,0.057
2021-04,18140,0.061
2021-05,18140,0.0724
2021-06,18140,0.0808
2021-07,18140,0.0859
2021-08,18140,0.0865
2021-09,18140,0.092
2021-10,18140,0.0903
2021-11,18140,0.0922
2021-12,18140,0.101
2022-01,18140,0.1047
2022-02,18140,0.1055
2022-03,18140,0.097
2022-04,18140,0.0993
2022-05,18140,0.0945
2022-06,18140,0.0979
2022-07,18140,0.0976
2022-08,18140,0.0963
2022-09,18140,0.0884
2022-10,18140,0.0779
2022-11,18140,0.068
2022-12,18140,0.0633
2023-01,18140,0.0629
2023-02,18140,0.0634
2023-03,18140,0.0644
2023-04,18140,0.0609
2023-05,18140,0.0593
2023-06,18140,0.0474
2023-07,18140,0.0406
2023-08,18140,0.0372
2023-09,18140,0.0375
2023-10,18140,0.0425
2023-11,18140,0.0488
2023-12,18140,0.0494
2024-01,18140,0.0452
2024-02,18140,0.042
2024-03,18140,0.0376
2024-04,18140,0.0372
2024-05,18140,0.0337
2024-06,18140,0.0396
2024-07,18140,0.0427
2024-08,18140,0.045
2024-09,18140,0.046
2024-10,18140,0.0438
2024-11,18140,0.0432
2024-12,18140,0.0416
2025-01,18140,0.0459
2025-02,18140,0.0442
2025-03,18140,0.0479
2025-04,18140,0.0442
2025-05,18140,0.0448
2025-06,18140,0.0387
2025-07,18140,0.034
2025-08,18140,0.0296
2025-09,18140,0.0284
2025-10,18140,0.0311
2025-11,18140,0.0268
2025-12,18140,0.0229
2026-01,18140,0.0159
2026-02,18140,0.0167
2026-03,18140,0.0147
2026-04,18140,0.0155
2026-05,18140,0.0143
2018-01,19100,0.0463
2018-02,19100,0.0457
2018-03,19100,0.0406
2018-04,19100,0.0402
2018-05,19100,0.0342
2018-06,19100,0.0353
2018-07,19100,0.0348
2018-08,19100,0.0345
2018-09,19100,0.0329
2018-10,19100,0.036
2018-11,19100,0.0356
2018-12,19100,0.0379
2019-01,19100,0.0354
2019-02,19100,0.0336
2019-03,19100,0.0357
2019-04,19100,0.0366
2019-05,19100,0.0397
2019-06,19100,0.0385
2019-07,19100,0.0382
2019-08,19100,0.0389
2019-09,19100,0.0404
2019-10,19100,0.0375
2019-11,19100,0.0346
2019-12,19100,0.0301
2020-01,19100,0.0303
2020-02,19100,0.0313
2020-03,19100,0.0323
2020-04,19100,0.0278
2020-05,19100,0.0215
2020-06,19100,0.0154
2020-07,19100,0.0124
2020-08,19100,0.0107
2020-09,19100,0.0111
2020-10,19100,0.0145
2020-11,19100,0.0188
2020-12,19100,0.0253
2021-01,19100,0.0315
2021-02,19100,0.0375
2021-03,19100,0.0404
2021-04,19100,0.0524
2021-05,19100,0.0691
2021-06,19100,0.0905
2021-07,19100,0.1094
2021-08,19100,0.1283
2021-09,19100,0.1432
2021-10,19100,0.1533
2021-11,19100,0.1612
2021-12,19100,0.1657
2022-01,19100,0.1669
2022-02,19100,0.1664
2022-03,19100,0.1659
2022-04,19100,0.1643
2022-05,19100,0.1592
2022-06,19100,0.1521
2022-07,19100,0.1396
2022-08,19100,0.1211
2022-09,19100,0.1016
2022-10,19100,0.0839
2022-11,19100,0.0709
2022-12,19100,0.0602
2023-01,19100,0.0524
2023-02,19100,0.0457
2023-03,19100,0.0426
2023-04,19100,0.0325
2023-05,19100,0.0233
2023-06,19100,0.0089
2023-07,19100,0.0029
2023-08,19100,-0.0
2023-09,19100,0.0012
2023-10,19100,0.0036
2023-11,19100,0.0044
2023-12,19100,0.0031
2024-01,19100,0.001
2024-02,19100,-0.0022
2024-03,19100,-0.0078
2024-04,19100,-0.0082
2024-05,19100,-0.0085
2024-06,19100,-0.0038
2024-07,19100,-0.0038
2024-08,19100,-0.0025
2024-09,19100,-0.0032
2024-10,19100,-0.0029
2024-11,19100,-0.0044
2024-12,19100,-0.0041
2025-01,19100,-0.0038
2025-02,19100,-0.001
2025-03,19100,0.0023
2025-04,19100,0.0039
2025-05,19100,0.0036
2025-06,19100,0.0027
2025-07,19100,0.002
2025-08,19100,0.0017
2025-09,19100,0.0022
2025-10,19100,0.0014
2025-11,19100,0.0023
2025-12,19100,0.0023
2026-01,19100,0.0019
2026-02,19100,-0.0003
2026-03,19100,-0.0032
2026-04,19100,-0.0044
2026-05,19100,-0.0039
2018-01,19430,0.0447
2018-02,19430,0.0424
2018-03,19430,0.0422
2018-04,19430,0.0492
2018-05,19430,0.0482
2018-06,19430,0.0473
2018-07,19430,0.0358
2018-08,19430,0.0387
2018-09,19430,0.0372
2018-10,19430,0.045
2018-11,19430,0.0463
2018-12,19430,0.0495
2019-01,19430,0.053
2019-02,19430,0.0496
2019-03,19430,0.0477
2019-04,19430,0.0404
2019-05,19430,0.0421
2019-06,19430,0.0399
2019-07,19430,0.0492
2019-08,19430,0.0502
2019-09,19430,0.051
2019-10,19430,0.0472
2019-11,19430,0.0492
2019-12,19430,0.0487
2020-01,19430,0.0487
2020-02,19430,0.0541
2020-03,19430,0.0588
2020-04,19430,0.0633
2020-05,19430,0.0631
2020-06,19430,0.0655
2020-07,19430,0.0635
2020-08,19430,0.0602
2020-09,19430,0.0558
2020-10,19430,0.0573
2020-11,19430,0.0565
2020-12,19430,0.063
2021-01,19430,0.0653
2021-02,19430,0.0662
2021-03,19430,0.0671
2021-04,19430,0.0708
2021-05,19430,0.0741
2021-06,19430,0.0788
2021-07,19430,0.0822
2021-08,19430,0.0919
2021-09,19430,0.1073
2021-10,19430,0.1134
2021-11,19430,0.1202
2021-12,19430,0.1135
2022-01,19430,0.1113
2022-02,19430,0.1137
2022-03,19430,0.1123
2022-04,19430,0.112
2022-05,19430,0.1098
2022-06,19430,0.1086
2022-07,19430,0.1102
2022-08,19430,0.1023
2022-09,19430,0.0918
2022-10,19430,0.0824
2022-11,19430,0.0765
2022-12,19430,0.0746
2023-01,19430,0.0762
2023-02,19430,0.0694
2023-03,19430,0.0653
2023-04,19430,0.0604
2023-05,19430,0.0626
2023-06,19430,0.0605
2023-07,19430,0.0544
2023-08,19430,0.0569
2023-09,19430,0.0564
2023-10,19430,0.0619
2023-11,19430,0.0598
2023-12,19430,0.0624
2024-01,19430,0.0617
2024-02,19430,0.0627
2024-03,19430,0.0681
2024-04,19430,0.0648
2024-05,19430,0.0608
2024-06,19430,0.0538
2024-07,19430,0.0547
2024-08,19430,0.0511
2024-09,19430,0.0506
2024-10,19430,0.0466
2024-11,19430,0.0462
2024-12,19430,0.0444
2025-01,19430,0.0422
2025-02,19430,0.0434
2025-03,19430,0.0373
2025-04,19430,0.0392
2025-05,19430,0.0384
2025-06,19430,0.0438
2025-07,19430,0.042
2025-08,19430,0.0418
2025-09,19430,0.0404
2025-10,19430,0.0383
2025-11,19430,0.0384
2025-12,19430,0.0364
2026-01,19430,0.0339
2026-02,19430,0.03
2026-03,19430,0.0298
2026-04,19430,0.0305
2026-05,19430,0.0286
2018-01,19660,0.0577
2018-02,19660,0.0593
2018-03,19660,0.0705
2018-04,19660,0.0775
2018-05,19660,0.0764
2018-06,19660,0.0644
2018-07,19660,0.061
2018-08,19660,0.0616
2018-09,19660,0.066
2018-10,19660,0.0674
2018-11,19660,0.0713
2018-12,19660,0.0665
2019-01,19660,0.0665
2019-02,19660,0.0654
2019-03,19660,0.0619
2019-04,19660,0.0546
2019-05,19660,0.0527
2019-06,19660,0.0507
2019-07,19660,0.0537
2019-08,19660,0.0508
2019-09,19660,0.0516
2019-10,19660,0.0504
2019-11,19660,0.0474
2019-12,19660,0.0442
2020-01,19660,0.0436
2020-02,19660,0.0431
2020-03,19660,0.0452
2020-04,19660,0.0445
2020-05,19660,0.045
2020-06,19660,0.0459
2020-07,19660,0.0466
2020-08,19660,0.0465
2020-09,19660,0.0481
2020-10,19660,0.0529
2020-11,19660,0.0574
2020-12,19660,0.0632
2021-01,19660,0.0689
2021-02,19660,0.078
2021-03,19660,0.082
2021-04,19660,0.0931
2021-05,19660,0.0986
2021-06,19660,0.1119
2021-07,19660,0.1266
2021-08,19660,0.1502
2021-09,19660,0.166
2021-10,19660,0.1771
2021-11,19660,0.1863
2021-12,19660,0.193
2022-01,19660,0.1939
2022-02,19660,0.1922
2022-03,19660,0.1913
2022-04,19660,0.1913
2022-05,19660,0.199
2022-06,19660,0.198
2022-07,19660,0.1836
2022-08,19660,0.1548
2022-09,19660,0.1327
2022-10,19660,0.1142
2022-11,19660,0.1023
2022-12,19660,0.0912
2023-01,19660,0.0848
2023-02,19660,0.0763
2023-03,19660,0.071
2023-04,19660,0.0629
2023-05,19660,0.0456
2023-06,19660,0.0304
2023-07,19660,0.0193
2023-08,19660,0.0222
2023-09,19660,0.0191
2023-10,19660,0.0194
2023-11,19660,0.0122
2023-12,19660,0.015
2024-01,19660,0.0124
2024-02,19660,0.0127
2024-03,19660,0.005
2024-04,19660,0.0012
2024-05,19660,0.004
2024-06,19660,0.0061
2024-07,19660,0.0136
2024-08,19660,0.0124
2024-09,19660,0.0148
2024-10,19660,0.0134
2024-11,19660,0.0185
2024-12,19660,0.0148
2025-01,19660,0.0163
2025-02,19660,0.0132
2025-03,19660,0.0172
2025-04,19660,0.0182
2025-05,19660,0.0159
2025-06,19660,0.0161
2025-07,19660,0.0129
2025-08,19660,0.0134
2025-09,19660,0.0149
2025-10,19660,0.0151
2025-11,19660,0.0132
2025-12,19660,0.0089
2026-01,19660,0.0051
2026-02,19660,0.005
2026-03,19660,0.0044
2026-04,19660,0.0032
2026-05,19660,0.0042
2018-01,19740,0.0499
2018-02,19740,0.0487
2018-03,19740,0.0454
2018-04,19740,0.0431
2018-05,19740,0.0384
2018-06,19740,0.0381
2018-07,19740,0.037
2018-08,19740,0.0387
2018-09,19740,0.0379
2018-10,19740,0.0399
2018-11,19740,0.0402
2018-12,19740,0.0396
2019-01,19740,0.0391
2019-02,19740,0.0381
2019-03,19740,0.0376
2019-04,19740,0.0357
2019-05,19740,0.0389
2019-06,19740,0.04
2019-07,19740,0.0405
2019-08,19740,0.0373
2019-09,19740,0.0368
2019-10,19740,0.0365
2019-11,19740,0.0372
2019-12,19740,0.0361
2020-01,19740,0.0359
2020-02,19740,0.0343
2020-03,19740,0.0333
2020-04,19740,0.0249
2020-05,19740,0.0136
2020-06,19740,0.004
2020-07,19740,0.0018
2020-08,19740,0.0019
2020-09,19740,0.0024
2020-10,19740,0.0008
2020-11,19740,-0.0009
2020-12,19740,-0.0006
2021-01,19740,0.0011
2021-02,19740,0.0053
2021-03,19740,0.0096
2021-04,19740,0.0269
2021-05,19740,0.0487
2021-06,19740,0.0731
2021-07,19740,0.0889
2021-08,19740,0.1041
2021-09,19740,0.1157
2021-10,19740,0.1239
2021-11,19740,0.1311
2021-12,19740,0.1362
2022-01,19740,0.1404
2022-02,19740,0.1407
2022-03,19740,0.1415
2022-04,19740,0.1379
2022-05,19740,0.13
2022-06,19740,0.1159
2022-07,19740,0.1011
2022-08,19740,0.083
2022-09,19740,0.068
2022-10,19740,0.061
2022-11,19740,0.0551
2022-12,19740,0.0513
2023-01,19740,0.0444
2023-02,19740,0.0421
2023-03,19740,0.0404
2023-04,19740,0.0341
2023-05,19740,0.0281
2023-06,19740,0.0231
2023-07,19740,0.0214
2023-08,19740,0.0244
2023-09,19740,0.0267
2023-10,19740,0.028
2023-11,19740,0.0282
2023-12,19740,0.0272
2024-01,19740,0.0289
2024-02,19740,0.0263
2024-03,19740,0.0225
2024-04,19740,0.0197
2024-05,19740,0.0182
2024-06,19740,0.0179
2024-07,19740,0.0181
2024-08,19740,0.0158
2024-09,19740,0.0143
2024-10,19740,0.0075
2024-11,19740,0.0012
2024-12,19740,-0.0049
2025-01,19740,-0.0104
2025-02,19740,-0.0139
2025-03,19740,-0.016
2025-04,19740,-0.0143
2025-05,19740,-0.0152
2025-06,19740,-0.0146
2025-07,19740,-0.0168
2025-08,19740,-0.0182
2025-09,19740,-0.0206
2025-10,19740,-0.019
2025-11,19740,-0.0163
2025-12,19740,-0.0128
2026-01,19740,-0.0118
2026-02,19740,-0.0112
2026-03,19740,-0.013
2026-04,19740,-0.0162
2026-05,19740,-0.0166
2018-01,19780,0.0209
2018-02,19780,0.024
2018-03,19780,0.0181
2018-04,19780,0.0158
2018-05,19780,0.0138
2018-06,19780,0.0203
2018-07,19780,0.0188
2018-08,19780,0.0179
2018-09,19780,0.0062
2018-10,19780,0.0102
2018-11,19780,0.011
2018-12,19780,0.0208
2019-01,19780,0.0251
2019-02,19780,0.02
2019-03,19780,0.0158
2019-04,19780,0.0119
2019-05,19780,0.0212
2019-06,19780,0.0118
2019-07,19780,0.0159
2019-08,19780,0.0125
2019-09,19780,0.0293
2019-10,19780,0.0285
2019-11,19780,0.0319
2019-12,19780,0.0226
2020-01,19780,0.0224
2020-02,19780,0.0261
2020-03,19780,0.0254
2020-04,19780,0.0248
2020-05,19780,0.0168
2020-06,19780,0.0206
2020-07,19780,0.0199
2020-08,19780,0.025
2020-09,19780,0.0184
2020-10,19780,0.0228
2020-11,19780,0.0222
2020-12,19780,0.0246
2021-01,19780,0.0228
2021-02,19780,0.0238
2021-03,19780,0.0305
2021-04,19780,0.0343
2021-05,19780,0.0379
2021-06,19780,0.0379
2021-07,19780,0.037
2021-08,19780,0.0366
2021-09,19780,0.0449
2021-10,19780,0.0471
2021-11,19780,0.0498
2021-12,19780,0.0533
2022-01,19780,0.057
2022-02,19780,0.059
2022-03,19780,0.0593
2022-04,19780,0.064
2022-05,19780,0.0704
2022-06,19780,0.0767
2022-07,19780,0.0839
2022-08,19780,0.0835
2022-09,19780,0.0756
2022-10,19780,0.0651
2022-11,19780,0.0618
2022-12,19780,0.0604
2023-01,19780,0.059
2023-02,19780,0.0544
2023-03,19780,0.0531
2023-04,19780,0.0498
2023-05,19780,0.0436
2023-06,19780,0.0376
2023-07,19780,0.03
2023-08,19780,0.0287
2023-09,19780,0.0258
2023-10,19780,0.0306
2023-11,19780,0.0306
2023-12,19780,0.0316
2024-01,19780,0.0317
2024-02,19780,0.0355
2024-03,19780,0.0328
2024-04,19780,0.0317
2024-05,19780,0.0302
2024-06,19780,0.0309
2024-07,19780,0.0296
2024-08,19780,0.0266
2024-09,19780,0.0288
2024-10,19780,0.0279
2024-11,19780,0.0264
2024-12,19780,0.0191
2025-01,19780,0.0154
2025-02,19780,0.0092
2025-03,19780,0.0114
2025-04,19780,0.0085
2025-05,19780,0.0097
2025-06,19780,0.0069
2025-07,19780,0.0091
2025-08,19780,0.0114
2025-09,19780,0.0125
2025-10,19780,0.0111
2025-11,19780,0.0115
2025-12,19780,0.0163
2026-01,19780,0.0179
2026-02,19780,0.0207
2026-03,19780,0.0177
2026-04,19780,0.0199
2026-05,19780,0.0192
2018-01,19820,0.0539
2018-02,19820,0.0521
2018-03,19820,0.0498
2018-04,19820,0.0453
2018-05,19820,0.0434
2018-06,19820,0.0403
2018-07,19820,0.0409
2018-08,19820,0.0415
2018-09,19820,0.044
2018-10,19820,0.0428
2018-11,19820,0.0415
2018-12,19820,0.0373
2019-01,19820,0.0411
2019-02,19820,0.0441
2019-03,19820,0.0455
2019-04,19820,0.0453
2019-05,19820,0.0449
2019-06,19820,0.0458
2019-07,19820,0.0467
2019-08,19820,0.0462
2019-09,19820,0.0413
2019-10,19820,0.0424
2019-11,19820,0.0437
2019-12,19820,0.0467
2020-01,19820,0.0394
2020-02,19820,0.0338
2020-03,19820,0.0342
2020-04,19820,0.0363
2020-05,19820,0.0369
2020-06,19820,0.037
2020-07,19820,0.0423
2020-08,19820,0.0496
2020-09,19820,0.058
2020-10,19820,0.0623
2020-11,19820,0.0674
2020-12,19820,0.0731
2021-01,19820,0.0837
2021-02,19820,0.0952
2021-03,19820,0.0995
2021-04,19820,0.1033
2021-05,19820,0.1074
2021-06,19820,0.1149
2021-07,19820,0.1155
2021-08,19820,0.1187
2021-09,19820,0.1191
2021-10,19820,0.1223
2021-11,19820,0.1203
2021-12,19820,0.1208
2022-01,19820,0.1166
2022-02,19820,0.112
2022-03,19820,0.1071
2022-04,19820,0.1067
2022-05,19820,0.107
2022-06,19820,0.1055
2022-07,19820,0.0997
2022-08,19820,0.0862
2022-09,19820,0.0777
2022-10,19820,0.0663
2022-11,19820,0.0618
2022-12,19820,0.0519
2023-01,19820,0.0491
2023-02,19820,0.0442
2023-03,19820,0.0433
2023-04,19820,0.0372
2023-05,19820,0.0311
2023-06,19820,0.0229
2023-07,19820,0.0211
2023-08,19820,0.0225
2023-09,19820,0.0245
2023-10,19820,0.0277
2023-11,19820,0.0314
2023-12,19820,0.0335
2024-01,19820,0.0341
2024-02,19820,0.0339
2024-03,19820,0.0373
2024-04,19820,0.0386
2024-05,19820,0.0423
2024-06,19820,0.0446
2024-07,19820,0.0473
2024-08,19820,0.049
2024-09,19820,0.0485
2024-10,19820,0.0503
2024-11,19820,0.048
2024-12,19820,0.0497
2025-01,19820,0.0471
2025-02,19820,0.0499
2025-03,19820,0.0456
2025-04,19820,0.0451
2025-05,19820,0.0381
2025-06,19820,0.0376
2025-07,19820,0.0336
2025-08,19820,0.0332
2025-09,19820,0.0322
2025-10,19820,0.0294
2025-11,19820,0.0264
2025-12,19820,0.0249
2026-01,19820,0.0262
2026-02,19820,0.0232
2026-03,19820,0.0224
2026-04,19820,0.0222
2026-05,19820,0.0283
2018-01,20500,0.0412
2018-02,20500,0.0469
2018-03,20500,0.0473
2018-04,20500,0.0445
2018-05,20500,0.0459
2018-06,20500,0.0441
2018-07,20500,0.0395
2018-08,20500,0.0344
2018-09,20500,0.0318
2018-10,20500,0.0385
2018-11,20500,0.0488
2018-12,20500,0.0486
2019-01,20500,0.0446
2019-02,20500,0.0393
2019-03,20500,0.0447
2019-04,20500,0.0449
2019-05,20500,0.0475
2019-06,20500,0.0496
2019-07,20500,0.0524
2019-08,20500,0.0522
2019-09,20500,0.0545
2019-10,20500,0.0478
2019-11,20500,0.0393
2019-12,20500,0.0364
2020-01,20500,0.039
2020-02,20500,0.0467
2020-03,20500,0.0472
2020-04,20500,0.0416
2020-05,20500,0.035
2020-06,20500,0.0206
2020-07,20500,0.0196
2020-08,20500,0.018
2020-09,20500,0.0183
2020-10,20500,0.0247
2020-11,20500,0.031
2020-12,20500,0.0406
2021-01,20500,0.0393
2021-02,20500,0.0363
2021-03,20500,0.0261
2021-04,20500,0.041
2021-05,20500,0.0543
2021-06,20500,0.0915
2021-07,20500,0.1051
2021-08,20500,0.1256
2021-09,20500,0.1413
2021-10,20500,0.1464
2021-11,20500,0.147
2021-12,20500,0.1394
2022-01,20500,0.1456
2022-02,20500,0.1535
2022-03,20500,0.1682
2022-04,20500,0.1651
2022-05,20500,0.1636
2022-06,20500,0.1442
2022-07,20500,0.1379
2022-08,20500,0.1207
2022-09,20500,0.1018
2022-10,20500,0.0865
2022-11,20500,0.0829
2022-12,20500,0.0809
2023-01,20500,0.0758
2023-02,20500,0.0657
2023-03,20500,0.0601
2023-04,20500,0.0521
2023-05,20500,0.0411
2023-06,20500,0.0298
2023-07,20500,0.0163
2023-08,20500,0.0114
2023-09,20500,0.0073
2023-10,20500,0.0162
2023-11,20500,0.0124
2023-12,20500,0.0172
2024-01,20500,0.0121
2024-02,20500,0.0158
2024-03,20500,0.0083
2024-04,20500,0.008
2024-05,20500,0.0048
2024-06,20500,0.0091
2024-07,20500,0.0129
2024-08,20500,0.0164
2024-09,20500,0.0199
2024-10,20500,0.01
2024-11,20500,0.0115
2024-12,20500,0.0027
2025-01,20500,0.0066
2025-02,20500,-0.0006
2025-03,20500,0.0059
2025-04,20500,0.0062
2025-05,20500,0.0098
2025-06,20500,0.0103
2025-07,20500,0.0113
2025-08,20500,0.0096
2025-09,20500,0.0123
2025-10,20500,0.017
2025-11,20500,0.0153
2025-12,20500,0.0155
2026-01,20500,0.012
2026-02,20500,0.0144
2026-03,20500,0.0093
2026-04,20500,0.0067
2026-05,20500,0.008
2018-01,21340,0.0183
2018-02,21340,0.0166
2018-03,21340,0.0153
2018-04,21340,0.015
2018-05,21340,0.0183
2018-06,21340,0.0206
2018-07,21340,0.0219
2018-08,21340,0.0227
2018-09,21340,0.0237
2018-10,21340,0.0257
2018-11,21340,0.0261
2018-12,21340,0.0293
2019-01,21340,0.0294
2019-02,21340,0.0291
2019-03,21340,0.0283
2019-04,21340,0.0279
2019-05,21340,0.0272
2019-06,21340,0.0282
2019-07,21340,0.0297
2019-08,21340,0.0309
2019-09,21340,0.0326
2019-10,21340,0.0289
2019-11,21340,0.0299
2019-12,21340,0.0299
2020-01,21340,0.0341
2020-02,21340,0.0378
2020-03,21340,0.0464
2020-04,21340,0.0504
2020-05,21340,0.052
2020-06,21340,0.0525
2020-07,21340,0.0573
2020-08,21340,0.064
2020-09,21340,0.0666
2020-10,21340,0.0702
2020-11,21340,0.0709
2020-12,21340,0.0766
2021-01,21340,0.0746
2021-02,21340,0.0726
2021-03,21340,0.0681
2021-04,21340,0.0768
2021-05,21340,0.0876
2021-06,21340,0.09
2021-07,21340,0.0894
2021-08,21340,0.0874
2021-09,21340,0.0973
2021-10,21340,0.1055
2021-11,21340,0.1142
2021-12,21340,0.1171
2022-01,21340,0.1251
2022-02,21340,0.1413
2022-03,21340,0.1451
2022-04,21340,0.1347
2022-05,21340,0.1259
2022-06,21340,0.1387
2022-07,21340,0.1474
2022-08,21340,0.147
2022-09,21340,0.1325
2022-10,21340,0.1234
2022-11,21340,0.118
2022-12,21340,0.1095
2023-01,21340,0.1058
2023-02,21340,0.089
2023-03,21340,0.0878
2023-04,21340,0.0882
2023-05,21340,0.0854
2023-06,21340,0.0666
2023-07,21340,0.0503
2023-08,21340,0.048
2023-09,21340,0.0478
2023-10,21340,0.052
2023-11,21340,0.0463
2023-12,21340,0.0456
2024-01,21340,0.0365
2024-02,21340,0.0391
2024-03,21340,0.0351
2024-04,21340,0.0341
2024-05,21340,0.0326
2024-06,21340,0.0353
2024-07,21340,0.035
2024-08,21340,0.031
2024-09,21340,0.0292
2024-10,21340,0.023
2024-11,21340,0.025
2024-12,21340,0.0263
2025-01,21340,0.0321
2025-02,21340,0.0307
2025-03,21340,0.0268
2025-04,21340,0.0235
2025-05,21340,0.0217
2025-06,21340,0.0208
2025-07,21340,0.0263
2025-08,21340,0.0266
2025-09,21340,0.0305
2025-10,21340,0.0285
2025-11,21340,0.0256
2025-12,21340,0.0219
2026-01,21340,0.0192
2026-02,21340,0.017
2026-03,21340,0.0194
2026-04,21340,0.0205
2026-05,21340,0.0232
2018-01,22220,0.0483
2018-02,22220,0.0393
2018-03,22220,0.0373
2018-04,22220,0.0294
2018-05,22220,0.0355
2018-06,22220,0.0346
2018-07,22220,0.0413
2018-08,22220,0.0327
2018-09,22220,0.0306
2018-10,22220,0.0235
2018-11,22220,0.0284
2018-12,22220,0.0349
2019-01,22220,0.035
2019-02,22220,0.0362
2019-03,22220,0.032
2019-04,22220,0.0394
2019-05,22220,0.04
2019-06,22220,0.0404
2019-07,22220,0.033
2019-08,22220,0.0353
2019-09,22220,0.0336
2019-10,22220,0.0372
2019-11,22220,0.0349
2019-12,22220,0.0294
2020-01,22220,0.0299
2020-02,22220,0.0289
2020-03,22220,0.042
2020-04,22220,0.0386
2020-05,22220,0.0372
2020-06,22220,0.0341
2020-07,22220,0.0371
2020-08,22220,0.0358
2020-09,22220,0.0411
2020-10,22220,0.0465
2020-11,22220,0.0512
2020-12,22220,0.057
2021-01,22220,0.063
2021-02,22220,0.0733
2021-03,22220,0.0653
2021-04,22220,0.0731
2021-05,22220,0.0767
2021-06,22220,0.0873
2021-07,22220,0.0926
2021-08,22220,0.1077
2021-09,22220,0.1173
2021-10,22220,0.1217
2021-11,22220,0.1264
2021-12,22220,0.1291
2022-01,22220,0.1266
2022-02,22220,0.1188
2022-03,22220,0.1204
2022-04,22220,0.1249
2022-05,22220,0.136
2022-06,22220,0.1426
2022-07,22220,0.1525
2022-08,22220,0.1514
2022-09,22220,0.1371
2022-10,22220,0.1258
2022-11,22220,0.119
2022-12,22220,0.1203
2023-01,22220,0.1234
2023-02,22220,0.1237
2023-03,22220,0.1209
2023-04,22220,0.1058
2023-05,22220,0.0897
2023-06,22220,0.0719
2023-07,22220,0.0542
2023-08,22220,0.0388
2023-09,22220,0.0421
2023-10,22220,0.0437
2023-11,22220,0.0388
2023-12,22220,0.0269
2024-01,22220,0.0201
2024-02,22220,0.0226
2024-03,22220,0.0227
2024-04,22220,0.028
2024-05,22220,0.0289
2024-06,22220,0.0349
2024-07,22220,0.0382
2024-08,22220,0.0437
2024-09,22220,0.0406
2024-10,22220,0.0371
2024-11,22220,0.0433
2024-12,22220,0.049
2025-01,22220,0.0555
2025-02,22220,0.0477
2025-03,22220,0.0451
2025-04,22220,0.0432
2025-05,22220,0.0446
2025-06,22220,0.0416
2025-07,22220,0.041
2025-08,22220,0.0394
2025-09,22220,0.0383
2025-10,22220,0.0428
2025-11,22220,0.0369
2025-12,22220,0.0351
2026-01,22220,0.0237
2026-02,22220,0.0262
2026-03,22220,0.0244
2026-04,22220,0.022
2026-05,22220,0.0193
2018-01,23420,0.0636
2018-02,23420,0.0634
2018-03,23420,0.0647
2018-04,23420,0.0628
2018-05,23420,0.0529
2018-06,23420,0.0483
2018-07,23420,0.0529
2018-08,23420,0.0573
2018-09,23420,0.0555
2018-10,23420,0.0567
2018-11,23420,0.058
2018-12,23420,0.0623
2019-01,23420,0.0626
2019-02,23420,0.0681
2019-03,23420,0.0716
2019-04,23420,0.0694
2019-05,23420,0.0747
2019-06,23420,0.075
2019-07,23420,0.0766
2019-08,23420,0.0714
2019-09,23420,0.0749
2019-10,23420,0.0716
2019-11,23420,0.0696
2019-12,23420,0.0682
2020-01,23420,0.0725
2020-02,23420,0.0687
2020-03,23420,0.0611
2020-04,23420,0.0507
2020-05,23420,0.0436
2020-06,23420,0.0435
2020-07,23420,0.0473
2020-08,23420,0.0529
2020-09,23420,0.0607
2020-10,23420,0.0727
2020-11,23420,0.0807
2020-12,23420,0.0814
2021-01,23420,0.086
2021-02,23420,0.0945
2021-03,23420,0.1153
2021-04,23420,0.1439
2021-05,23420,0.1704
2021-06,23420,0.1823
2021-07,23420,0.1881
2021-08,23420,0.1993
2021-09,23420,0.1954
2021-10,23420,0.1804
2021-11,23420,0.1756
2021-12,23420,0.179
2022-01,23420,0.1773
2022-02,23420,0.1625
2022-03,23420,0.1471
2022-04,23420,0.1344
2022-05,23420,0.1158
2022-06,23420,0.1019
2022-07,23420,0.0822
2022-08,23420,0.0635
2022-09,23420,0.0553
2022-10,23420,0.0615
2022-11,23420,0.0541
2022-12,23420,0.0526
2023-01,23420,0.0453
2023-02,23420,0.0574
2023-03,23420,0.0545
2023-04,23420,0.0451
2023-05,23420,0.042
2023-06,23420,0.0496
2023-07,23420,0.0602
2023-08,23420,0.058
2023-09,23420,0.0542
2023-10,23420,0.0487
