cbsa_code,cbsa_title,total_units,mf_units,total_units_reported,mf_units_reported,year
28140,"Kansas City, MO-KS",9893,4278,9649,4278,2025
28420,"Kennewick-Richland, WA",478,20,478,20,1990
28420,"Kennewick-Richland, WA",494,15,485,15,1991
28420,"Kennewick-Richland, WA",1031,40,1018,40,1992
28420,"Kennewick-Richland, WA",1667,296,1641,283,1993
28420,"Kennewick-Richland, WA",2330,1001,2104,937,1994
28420,"Kennewick-Richland, WA",1030,498,1011,486,1995
28420,"Kennewick-Richland, WA",880,75,845,51,1996
28420,"Kennewick-Richland, WA",923,142,703,114,1997
28420,"Kennewick-Richland, WA",849,0,846,0,1998
28420,"Kennewick-Richland, WA",1017,31,1016,31,1999
28420,"Kennewick-Richland, WA",1018,12,969,12,2000
28420,"Kennewick-Richland, WA",1545,122,1462,122,2001
28420,"Kennewick-Richland, WA",2247,285,1671,212,2002
28420,"Kennewick-Richland, WA",2249,293,2249,293,2003
28420,"Kennewick-Richland, WA",3264,806,2859,777,2004
28420,"Kennewick-Richland, WA",2450,102,2450,102,2005
28420,"Kennewick-Richland, WA",1724,0,1720,0,2006
28420,"Kennewick-Richland, WA",1603,201,1371,184,2007
28420,"Kennewick-Richland, WA",1101,10,981,0,2008
28420,"Kennewick-Richland, WA",1091,5,911,0,2009
28420,"Kennewick-Richland, WA",2022,447,2016,447,2010
28420,"Kennewick-Richland, WA",1697,354,1496,354,2011
28420,"Kennewick-Richland, WA",1625,276,1242,276,2012
28420,"Kennewick-Richland, WA",1305,80,1258,80,2013
28420,"Kennewick-Richland, WA",1264,118,1263,118,2014
28420,"Kennewick-Richland, WA",1464,237,1464,237,2015
28420,"Kennewick-Richland, WA",1887,371,1887,371,2016
28420,"Kennewick-Richland, WA",1809,288,1809,288,2017
28420,"Kennewick-Richland, WA",1901,290,1884,290,2018
28420,"Kennewick-Richland, WA",2141,399,1637,394,2019
28420,"Kennewick-Richland, WA",1965,190,1965,190,2020
28420,"Kennewick-Richland, WA",2149,111,1574,106,2021
28420,"Kennewick-Richland, WA",1886,485,1886,485,2022
28420,"Kennewick-Richland, WA",2059,845,1639,718,2023
28420,"Kennewick-Richland, WA",2489,893,2068,665,2024
28420,"Kennewick-Richland, WA",2431,977,1749,602,2025
28450,"Kenosha, WI",1294,602,1294,602,1990
28450,"Kenosha, WI",1044,194,1044,194,1991
28450,"Kenosha, WI",1215,359,1190,359,1992
28450,"Kenosha, WI",975,282,975,282,1993
28450,"Kenosha, WI",851,170,851,170,1994
28450,"Kenosha, WI",784,192,779,192,1995
28450,"Kenosha, WI",1117,518,1105,518,1996
28450,"Kenosha, WI",776,207,770,207,1997
28450,"Kenosha, WI",1074,472,1074,472,1998
28450,"Kenosha, WI",1121,412,1121,412,1999
28450,"Kenosha, WI",1014,352,1014,352,2000
28450,"Kenosha, WI",1053,302,1050,302,2001
28450,"Kenosha, WI",1161,312,1116,287,2002
28450,"Kenosha, WI",1446,585,1446,585,2003
28450,"Kenosha, WI",1306,404,1273,404,2004
28450,"Kenosha, WI",1100,196,1010,163,2005
28450,"Kenosha, WI",908,170,889,170,2006
28450,"Kenosha, WI",517,17,515,17,2007
28450,"Kenosha, WI",289,0,289,0,2008
28450,"Kenosha, WI",175,7,175,7,2009
28450,"Kenosha, WI",248,89,247,89,2010
28450,"Kenosha, WI",227,107,222,107,2011
28450,"Kenosha, WI",228,64,226,64,2012
28450,"Kenosha, WI",203,40,200,40,2013
28450,"Kenosha, WI",267,116,267,116,2014
28450,"Kenosha, WI",288,108,286,108,2015
28450,"Kenosha, WI",528,346,528,346,2016
28450,"Kenosha, WI",200,0,198,0,2017
28450,"Kenosha, WI",311,79,299,79,2018
28450,"Kenosha, WI",684,400,684,400,2019
28450,"Kenosha, WI",226,0,209,0,2020
28450,"Kenosha, WI",972,679,953,679,2021
28450,"Kenosha, WI",280,71,275,71,2022
28450,"Kenosha, WI",227,61,227,61,2023
28450,"Kenosha, WI",260,8,257,8,2024
28450,"Kenosha, WI",892,518,880,518,2025
28660,"Killeen-Temple, TX",261,0,258,0,1990
28660,"Killeen-Temple, TX",454,0,451,0,1991
28660,"Killeen-Temple, TX",1318,0,1314,0,1992
28660,"Killeen-Temple, TX",1799,0,1795,0,1993
28660,"Killeen-Temple, TX",1608,28,1603,28,1994
28660,"Killeen-Temple, TX",2196,380,2155,380,1995
28660,"Killeen-Temple, TX",2216,369,2216,369,1996
28660,"Killeen-Temple, TX",1836,312,1785,312,1997
28660,"Killeen-Temple, TX",1678,160,1677,160,1998
28660,"Killeen-Temple, TX",1566,0,1565,0,1999
28660,"Killeen-Temple, TX",1897,30,1884,30,2000
28660,"Killeen-Temple, TX",2325,16,2325,16,2001
28660,"Killeen-Temple, TX",2984,193,2961,193,2002
28660,"Killeen-Temple, TX",2675,212,2675,212,2003
28660,"Killeen-Temple, TX",3648,272,3494,272,2004
28660,"Killeen-Temple, TX",4232,248,4048,248,2005
28660,"Killeen-Temple, TX",4573,729,4541,729,2006
28660,"Killeen-Temple, TX",3209,154,3180,154,2007
28660,"Killeen-Temple, TX",2403,256,1896,256,2008
28660,"Killeen-Temple, TX",2340,236,2318,236,2009
28660,"Killeen-Temple, TX",2241,180,2138,180,2010
28660,"Killeen-Temple, TX",2208,247,2108,247,2011
28660,"Killeen-Temple, TX",2646,296,2634,296,2012
28660,"Killeen-Temple, TX",2454,184,2454,184,2013
28660,"Killeen-Temple, TX",2371,74,1693,16,2014
28660,"Killeen-Temple, TX",2310,80,2259,80,2015
28660,"Killeen-Temple, TX",2328,290,2320,290,2016
28660,"Killeen-Temple, TX",2456,405,2427,394,2017
28660,"Killeen-Temple, TX",2460,118,2459,118,2018
28660,"Killeen-Temple, TX",2579,0,2579,0,2019
28660,"Killeen-Temple, TX",3629,152,3628,152,2020
28660,"Killeen-Temple, TX",4312,1170,4312,1170,2021
28660,"Killeen-Temple, TX",4016,837,4011,837,2022
28660,"Killeen-Temple, TX",3580,481,2137,48,2023
28660,"Killeen-Temple, TX",3646,246,3634,246,2024
28660,"Killeen-Temple, TX",3358,386,2477,386,2025
28700,"Kingsport-Bristol, TN-VA",1069,96,1056,96,1990
28700,"Kingsport-Bristol, TN-VA",1099,143,1046,143,1991
28700,"Kingsport-Bristol, TN-VA",1408,202,1388,197,1992
28700,"Kingsport-Bristol, TN-VA",1387,159,1240,106,1993
28700,"Kingsport-Bristol, TN-VA",1536,164,1337,87,1994
28700,"Kingsport-Bristol, TN-VA",1533,247,1307,158,1995
28700,"Kingsport-Bristol, TN-VA",1249,58,1076,58,1996
28700,"Kingsport-Bristol, TN-VA",1257,79,1158,68,1997
28700,"Kingsport-Bristol, TN-VA",1308,187,1294,187,1998
28700,"Kingsport-Bristol, TN-VA",1351,147,1269,147,1999
28700,"Kingsport-Bristol, TN-VA",993,12,910,12,2000
28700,"Kingsport-Bristol, TN-VA",1056,16,1033,16,2001
28700,"Kingsport-Bristol, TN-VA",1306,220,1220,220,2002
28700,"Kingsport-Bristol, TN-VA",1250,97,1250,97,2003
28700,"Kingsport-Bristol, TN-VA",1445,51,1428,51,2004
28700,"Kingsport-Bristol, TN-VA",1395,187,1278,174,2005
28700,"Kingsport-Bristol, TN-VA",1407,236,1390,229,2006
28700,"Kingsport-Bristol, TN-VA",1255,181,1044,126,2007
28700,"Kingsport-Bristol, TN-VA",699,44,693,44,2008
28700,"Kingsport-Bristol, TN-VA",554,36,551,36,2009
28700,"Kingsport-Bristol, TN-VA",464,0,461,0,2010
28700,"Kingsport-Bristol, TN-VA",385,25,383,25,2011
28700,"Kingsport-Bristol, TN-VA",439,86,434,86,2012
28700,"Kingsport-Bristol, TN-VA",417,0,412,0,2013
28700,"Kingsport-Bristol, TN-VA",340,16,335,16,2014
28700,"Kingsport-Bristol, TN-VA",705,278,694,278,2015
28700,"Kingsport-Bristol, TN-VA",992,557,908,557,2016
28700,"Kingsport-Bristol, TN-VA",788,287,698,287,2017
28700,"Kingsport-Bristol, TN-VA",556,17,382,6,2018
28700,"Kingsport-Bristol, TN-VA",597,124,494,124,2019
28700,"Kingsport-Bristol, TN-VA",734,153,578,153,2020
28700,"Kingsport-Bristol, TN-VA",679,5,438,5,2021
28700,"Kingsport-Bristol, TN-VA",939,60,739,15,2022
28700,"Kingsport-Bristol, TN-VA",798,40,602,0,2023
28700,"Kingsport-Bristol, TN-VA",739,6,595,6,2024
28700,"Kingsport-Bristol, TN-VA",1156,319,875,309,2025
28740,"Kingston, NY",644,29,573,29,1990
28740,"Kingston, NY",542,33,521,33,1991
28740,"Kingston, NY",538,34,531,34,1992
28740,"Kingston, NY",422,45,328,22,1993
28740,"Kingston, NY",346,12,289,12,1994
28740,"Kingston, NY",370,80,324,80,1995
28740,"Kingston, NY",302,0,293,0,1996
28740,"Kingston, NY",321,44,311,44,1997
28740,"Kingston, NY",465,129,458,129,1998
28740,"Kingston, NY",550,88,535,88,1999
28740,"Kingston, NY",548,19,501,19,2000
28740,"Kingston, NY",572,15,505,15,2001
28740,"Kingston, NY",848,78,775,78,2002
28740,"Kingston, NY",805,89,805,89,2003
28740,"Kingston, NY",864,34,829,34,2004
28740,"Kingston, NY",910,114,910,114,2005
28740,"Kingston, NY",602,63,601,63,2006
28740,"Kingston, NY",596,159,586,159,2007
28740,"Kingston, NY",518,230,517,230,2008
28740,"Kingston, NY",287,95,287,95,2009
28740,"Kingston, NY",334,168,334,168,2010
28740,"Kingston, NY",230,66,227,66,2011
28740,"Kingston, NY",214,55,210,55,2012
28740,"Kingston, NY",151,0,143,0,2013
28740,"Kingston, NY",289,118,279,118,2014
28740,"Kingston, NY",307,145,157,20,2015
28740,"Kingston, NY",252,96,169,36,2016
28740,"Kingston, NY",336,119,252,56,2017
28740,"Kingston, NY",252,53,180,0,2018
28740,"Kingston, NY",389,191,295,118,2019
28740,"Kingston, NY",265,37,216,0,2020
28740,"Kingston, NY",342,18,304,0,2021
28740,"Kingston, NY",446,160,397,160,2022
28740,"Kingston, NY",344,88,313,88,2023
28740,"Kingston, NY",521,217,480,217,2024
28740,"Kingston, NY",434,124,378,124,2025
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1722,236,1635,236,1990
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1741,276,1602,244,1991
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2135,376,2104,376,1992
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1589,89,1502,84,1993
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1694,166,1615,166,1994
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1987,534,1910,534,1995
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2679,1112,2437,972,1996
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1981,127,1759,74,1997
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2486,304,2361,304,1998
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",3080,544,2929,544,1999
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",3003,350,2809,315,2000
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",3208,657,2997,640,2001
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",3259,254,2885,195,2002
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2909,600,2909,600,2003
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2763,322,2414,297,2004
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2842,646,2247,536,2005
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2200,407,1919,362,2006
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2020,652,1585,427,2007
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1921,896,1516,603,2008
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",905,225,817,200,2009
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1343,530,1213,490,2010
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1190,513,1054,443,2011
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1435,608,1042,334,2012
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1153,302,843,155,2013
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1274,529,1161,529,2014
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1384,787,1198,719,2015
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1433,677,1266,670,2016
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1510,658,1305,591,2017
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1605,845,1407,831,2018
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1913,1098,1672,1086,2019
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1696,792,1389,782,2020
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2282,1307,2080,1294,2021
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",1798,852,1549,837,2022
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2230,1400,2028,1375,2023
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2805,1996,2505,1924,2024
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2220,1324,1956,1232,2025
28940,"Knoxville, TN",3256,119,3238,119,1990
28940,"Knoxville, TN",3090,76,3087,76,1991
28940,"Knoxville, TN",3775,97,3760,97,1992
28940,"Knoxville, TN",4243,389,4010,389,1993
28940,"Knoxville, TN",4204,261,3990,256,1994
28940,"Knoxville, TN",4252,501,4215,496,1995
28940,"Knoxville, TN",5134,1028,5092,1023,1996
28940,"Knoxville, TN",4343,976,4277,971,1997
28940,"Knoxville, TN",3704,496,3380,369,1998
28940,"Knoxville, TN",3794,520,3744,514,1999
28940,"Knoxville, TN",3603,470,2663,121,2000
28940,"Knoxville, TN",3800,484,3720,484,2001
28940,"Knoxville, TN",4305,509,4276,509,2002
28940,"Knoxville, TN",4010,84,4010,84,2003
28940,"Knoxville, TN",6057,900,5993,900,2004
28940,"Knoxville, TN",5865,397,5717,383,2005
28940,"Knoxville, TN",6631,1145,5771,1080,2006
28940,"Knoxville, TN",4986,776,4132,692,2007
28940,"Knoxville, TN",3121,733,2943,692,2008
28940,"Knoxville, TN",2131,539,1947,534,2009
28940,"Knoxville, TN",2427,812,2240,804,2010
28940,"Knoxville, TN",1326,48,1195,48,2011
28940,"Knoxville, TN",2050,465,1852,465,2012
28940,"Knoxville, TN",2381,330,2134,330,2013
28940,"Knoxville, TN",3109,1000,2903,1000,2014
28940,"Knoxville, TN",3060,464,2601,254,2015
28940,"Knoxville, TN",3637,710,3139,528,2016
28940,"Knoxville, TN",4574,1196,4064,1033,2017
28940,"Knoxville, TN",4413,671,3799,489,2018
28940,"Knoxville, TN",4004,954,3571,954,2019
28940,"Knoxville, TN",5462,1373,4727,1280,2020
28940,"Knoxville, TN",6072,1280,5255,1149,2021
28940,"Knoxville, TN",4907,987,4478,834,2022
28940,"Knoxville, TN",6469,1959,5944,1778,2023
28940,"Knoxville, TN",6946,2049,6541,1958,2024
28940,"Knoxville, TN",7855,2780,6215,1663,2025
29020,"Kokomo, IN",200,0,193,0,1990
29020,"Kokomo, IN",182,0,175,0,1991
29020,"Kokomo, IN",255,0,255,0,1992
29020,"Kokomo, IN",383,120,369,120,1993
29020,"Kokomo, IN",488,120,484,120,1994
29020,"Kokomo, IN",590,252,567,252,1995
29020,"Kokomo, IN",659,240,654,240,1996
29020,"Kokomo, IN",409,40,405,40,1997
29020,"Kokomo, IN",391,88,391,88,1998
29020,"Kokomo, IN",521,104,521,104,1999
29020,"Kokomo, IN",408,8,386,0,2000
29020,"Kokomo, IN",382,0,382,0,2001
29020,"Kokomo, IN",448,46,448,46,2002
29020,"Kokomo, IN",353,25,353,25,2003
29020,"Kokomo, IN",268,5,268,5,2004
29020,"Kokomo, IN",239,0,239,0,2005
29020,"Kokomo, IN",114,0,114,0,2006
29020,"Kokomo, IN",83,0,75,0,2007
29020,"Kokomo, IN",46,0,46,0,2008
29020,"Kokomo, IN",73,60,73,60,2009
29020,"Kokomo, IN",13,0,13,0,2010
29020,"Kokomo, IN",22,0,22,0,2011
29020,"Kokomo, IN",162,122,162,122,2012
29020,"Kokomo, IN",151,95,151,95,2013
29020,"Kokomo, IN",140,10,140,10,2014
29020,"Kokomo, IN",441,133,441,133,2015
29020,"Kokomo, IN",318,198,318,198,2016
29020,"Kokomo, IN",92,0,92,0,2017
29020,"Kokomo, IN",349,50,349,50,2018
29020,"Kokomo, IN",239,152,239,152,2019
29020,"Kokomo, IN",162,16,143,16,2020
29020,"Kokomo, IN",190,0,169,0,2021
29020,"Kokomo, IN",164,48,148,48,2022
29020,"Kokomo, IN",138,0,121,0,2023
29020,"Kokomo, IN",194,0,175,0,2024
29020,"Kokomo, IN",106,0,88,0,2025
29100,"La Crosse-Onalaska, WI-MN",561,133,535,119,1990
29100,"La Crosse-Onalaska, WI-MN",456,79,448,79,1991
29100,"La Crosse-Onalaska, WI-MN",573,69,573,69,1992
29100,"La Crosse-Onalaska, WI-MN",683,81,646,81,1993
29100,"La Crosse-Onalaska, WI-MN",717,95,683,95,1994
29100,"La Crosse-Onalaska, WI-MN",806,153,763,153,1995
29100,"La Crosse-Onalaska, WI-MN",886,186,875,186,1996
29100,"La Crosse-Onalaska, WI-MN",911,149,903,149,1997
29100,"La Crosse-Onalaska, WI-MN",874,163,865,163,1998
29100,"La Crosse-Onalaska, WI-MN",911,145,870,145,1999
29100,"La Crosse-Onalaska, WI-MN",754,68,736,68,2000
29100,"La Crosse-Onalaska, WI-MN",762,91,730,91,2001
29100,"La Crosse-Onalaska, WI-MN",698,90,566,58,2002
29100,"La Crosse-Onalaska, WI-MN",776,76,776,76,2003
29100,"La Crosse-Onalaska, WI-MN",1028,264,987,264,2004
29100,"La Crosse-Onalaska, WI-MN",743,60,685,36,2005
29100,"La Crosse-Onalaska, WI-MN",733,125,710,125,2006
29100,"La Crosse-Onalaska, WI-MN",744,196,724,196,2007
29100,"La Crosse-Onalaska, WI-MN",432,64,420,64,2008
29100,"La Crosse-Onalaska, WI-MN",415,97,319,97,2009
29100,"La Crosse-Onalaska, WI-MN",404,84,298,84,2010
29100,"La Crosse-Onalaska, WI-MN",345,32,249,32,2011
29100,"La Crosse-Onalaska, WI-MN",391,42,264,42,2012
29100,"La Crosse-Onalaska, WI-MN",538,178,516,178,2013
29100,"La Crosse-Onalaska, WI-MN",360,12,332,12,2014
29100,"La Crosse-Onalaska, WI-MN",578,225,551,225,2015
29100,"La Crosse-Onalaska, WI-MN",413,46,365,46,2016
29100,"La Crosse-Onalaska, WI-MN",533,138,480,138,2017
29100,"La Crosse-Onalaska, WI-MN",693,369,682,364,2018
29100,"La Crosse-Onalaska, WI-MN",629,251,628,251,2019
29100,"La Crosse-Onalaska, WI-MN",496,88,491,88,2020
29100,"La Crosse-Onalaska, WI-MN",777,365,761,365,2021
29100,"La Crosse-Onalaska, WI-MN",499,138,498,138,2022
29100,"La Crosse-Onalaska, WI-MN",560,195,557,195,2023
29100,"La Crosse-Onalaska, WI-MN",630,208,630,208,2024
29100,"La Crosse-Onalaska, WI-MN",476,138,471,138,2025
29180,"Lafayette, LA",567,12,536,12,1990
29180,"Lafayette, LA",787,37,774,37,1991
29180,"Lafayette, LA",968,0,960,0,1992
29180,"Lafayette, LA",1284,6,1281,6,1993
29180,"Lafayette, LA",1539,114,1424,104,1994
29180,"Lafayette, LA",1430,20,1428,20,1995
29180,"Lafayette, LA",1717,118,1673,118,1996
29180,"Lafayette, LA",1715,193,1691,193,1997
29180,"Lafayette, LA",1764,221,1754,221,1998
29180,"Lafayette, LA",1540,77,1520,77,1999
29180,"Lafayette, LA",1346,0,1338,0,2000
29180,"Lafayette, LA",1396,180,1385,180,2001
29180,"Lafayette, LA",1954,366,1923,366,2002
29180,"Lafayette, LA",2050,57,2050,57,2003
29180,"Lafayette, LA",2703,28,2691,28,2004
29180,"Lafayette, LA",2274,0,2226,0,2005
29180,"Lafayette, LA",3073,450,3014,450,2006
29180,"Lafayette, LA",2340,568,1194,250,2007
29180,"Lafayette, LA",1455,259,694,0,2008
29180,"Lafayette, LA",1147,129,732,72,2009
29180,"Lafayette, LA",1088,67,667,0,2010
29180,"Lafayette, LA",1229,88,795,0,2011
29180,"Lafayette, LA",1649,141,1061,0,2012
29180,"Lafayette, LA",1873,149,1274,12,2013
29180,"Lafayette, LA",2267,125,2258,125,2014
29180,"Lafayette, LA",2385,478,2370,478,2015
29180,"Lafayette, LA",1614,100,1514,100,2016
29180,"Lafayette, LA",1684,0,1533,0,2017
29180,"Lafayette, LA",1607,0,734,0,2018
29180,"Lafayette, LA",1580,24,1414,24,2019
29180,"Lafayette, LA",2478,13,2474,13,2020
29180,"Lafayette, LA",2977,0,2831,0,2021
29180,"Lafayette, LA",1964,20,1853,20,2022
29180,"Lafayette, LA",2264,378,2015,378,2023
29180,"Lafayette, LA",2019,10,1146,10,2024
29180,"Lafayette, LA",2063,0,1149,0,2025
29200,"Lafayette-West Lafayette, IN",853,369,853,369,1990
29200,"Lafayette-West Lafayette, IN",1011,450,988,450,1991
29200,"Lafayette-West Lafayette, IN",1014,223,1014,223,1992
29200,"Lafayette-West Lafayette, IN",1055,234,1055,234,1993
29200,"Lafayette-West Lafayette, IN",1129,244,1082,244,1994
29200,"Lafayette-West Lafayette, IN",998,138,916,138,1995
29200,"Lafayette-West Lafayette, IN",1425,363,1342,363,1996
29200,"Lafayette-West Lafayette, IN",1582,507,1478,507,1997
29200,"Lafayette-West Lafayette, IN",1450,413,1334,413,1998
29200,"Lafayette-West Lafayette, IN",1692,527,1577,527,1999
29200,"Lafayette-West Lafayette, IN",1897,797,1649,768,2000
29200,"Lafayette-West Lafayette, IN",1654,529,1564,529,2001
29200,"Lafayette-West Lafayette, IN",1485,321,1403,321,2002
29200,"Lafayette-West Lafayette, IN",1575,370,1575,370,2003
29200,"Lafayette-West Lafayette, IN",1548,127,1424,127,2004
29200,"Lafayette-West Lafayette, IN",1108,8,925,8,2005
29200,"Lafayette-West Lafayette, IN",964,162,960,162,2006
29200,"Lafayette-West Lafayette, IN",941,260,862,255,2007
29200,"Lafayette-West Lafayette, IN",681,123,681,123,2008
29200,"Lafayette-West Lafayette, IN",502,29,486,29,2009
29200,"Lafayette-West Lafayette, IN",542,0,542,0,2010
29200,"Lafayette-West Lafayette, IN",1258,381,1252,381,2011
29200,"Lafayette-West Lafayette, IN",543,32,542,32,2012
29200,"Lafayette-West Lafayette, IN",1101,614,1099,614,2013
29200,"Lafayette-West Lafayette, IN",1100,468,1098,468,2014
29200,"Lafayette-West Lafayette, IN",542,28,542,28,2015
29200,"Lafayette-West Lafayette, IN",648,106,560,106,2016
29200,"Lafayette-West Lafayette, IN",1005,383,901,378,2017
29200,"Lafayette-West Lafayette, IN",1836,1313,1741,1248,2018
29200,"Lafayette-West Lafayette, IN",1350,836,1347,836,2019
29200,"Lafayette-West Lafayette, IN",1397,916,1290,827,2020
29200,"Lafayette-West Lafayette, IN",1212,626,1160,626,2021
29200,"Lafayette-West Lafayette, IN",1538,1023,1537,1023,2022
29200,"Lafayette-West Lafayette, IN",2093,1585,1722,1225,2023
29200,"Lafayette-West Lafayette, IN",1607,1073,1513,980,2024
29200,"Lafayette-West Lafayette, IN",4058,3395,3331,2698,2025
29340,"Lake Charles, LA",646,133,584,74,1990
29340,"Lake Charles, LA",563,46,508,0,1991
29340,"Lake Charles, LA",835,182,835,182,1992
29340,"Lake Charles, LA",759,0,755,0,1993
29340,"Lake Charles, LA",906,0,885,0,1994
29340,"Lake Charles, LA",994,49,966,49,1995
29340,"Lake Charles, LA",1511,327,1508,327,1996
29340,"Lake Charles, LA",1116,255,1008,187,1997
29340,"Lake Charles, LA",1053,145,1026,145,1998
29340,"Lake Charles, LA",1582,655,1542,655,1999
29340,"Lake Charles, LA",1074,0,1037,0,2000
29340,"Lake Charles, LA",1186,185,1130,185,2001
29340,"Lake Charles, LA",1059,36,980,36,2002
29340,"Lake Charles, LA",1541,200,1541,200,2003
29340,"Lake Charles, LA",1436,78,1390,78,2004
29340,"Lake Charles, LA",994,161,944,161,2005
29340,"Lake Charles, LA",795,64,535,49,2006
29340,"Lake Charles, LA",1278,413,1114,413,2007
29340,"Lake Charles, LA",1033,79,922,66,2008
29340,"Lake Charles, LA",1220,335,1169,335,2009
29340,"Lake Charles, LA",1066,56,1064,56,2010
29340,"Lake Charles, LA",1284,437,1282,437,2011
29340,"Lake Charles, LA",666,0,666,0,2012
29340,"Lake Charles, LA",1217,324,1217,324,2013
29340,"Lake Charles, LA",1391,596,1286,596,2014
29340,"Lake Charles, LA",1135,36,1000,36,2015
29340,"Lake Charles, LA",1648,525,1531,525,2016
29340,"Lake Charles, LA",2032,757,1642,757,2017
29340,"Lake Charles, LA",1496,264,934,264,2018
29340,"Lake Charles, LA",1503,220,1435,220,2019
29340,"Lake Charles, LA",1362,72,803,72,2020
29340,"Lake Charles, LA",1203,0,644,0,2021
29340,"Lake Charles, LA",1263,232,1263,232,2022
29340,"Lake Charles, LA",1092,432,1092,432,2023
29340,"Lake Charles, LA",1457,526,1457,526,2024
29340,"Lake Charles, LA",546,0,546,0,2025
29420,"Lake Havasu City-Kingman, AZ",3187,769,3187,769,1990
29420,"Lake Havasu City-Kingman, AZ",1930,228,1882,228,1991
29420,"Lake Havasu City-Kingman, AZ",2315,420,2315,420,1992
29420,"Lake Havasu City-Kingman, AZ",1989,34,1984,34,1993
29420,"Lake Havasu City-Kingman, AZ",2190,147,2190,147,1994
29420,"Lake Havasu City-Kingman, AZ",1732,126,1731,126,1995
29420,"Lake Havasu City-Kingman, AZ",1446,80,1446,80,1996
29420,"Lake Havasu City-Kingman, AZ",1692,165,1687,165,1997
29420,"Lake Havasu City-Kingman, AZ",1961,50,1961,50,1998
29420,"Lake Havasu City-Kingman, AZ",1944,6,1938,6,1999
29420,"Lake Havasu City-Kingman, AZ",1938,0,1938,0,2000
29420,"Lake Havasu City-Kingman, AZ",2231,6,2212,6,2001
29420,"Lake Havasu City-Kingman, AZ",2795,36,2771,36,2002
29420,"Lake Havasu City-Kingman, AZ",3387,112,3387,112,2003
29420,"Lake Havasu City-Kingman, AZ",4121,83,3613,83,2004
29420,"Lake Havasu City-Kingman, AZ",4011,30,3678,30,2005
29420,"Lake Havasu City-Kingman, AZ",2692,145,2602,145,2006
29420,"Lake Havasu City-Kingman, AZ",1223,46,1179,46,2007
29420,"Lake Havasu City-Kingman, AZ",556,44,500,39,2008
29420,"Lake Havasu City-Kingman, AZ",267,0,267,0,2009
29420,"Lake Havasu City-Kingman, AZ",262,0,237,0,2010
29420,"Lake Havasu City-Kingman, AZ",196,0,196,0,2011
29420,"Lake Havasu City-Kingman, AZ",345,0,345,0,2012
29420,"Lake Havasu City-Kingman, AZ",464,0,464,0,2013
29420,"Lake Havasu City-Kingman, AZ",535,0,535,0,2014
29420,"Lake Havasu City-Kingman, AZ",636,0,636,0,2015
29420,"Lake Havasu City-Kingman, AZ",683,0,683,0,2016
29420,"Lake Havasu City-Kingman, AZ",913,0,913,0,2017
29420,"Lake Havasu City-Kingman, AZ",1018,0,1018,0,2018
29420,"Lake Havasu City-Kingman, AZ",1111,0,1111,0,2019
29420,"Lake Havasu City-Kingman, AZ",1403,0,1403,0,2020
29420,"Lake Havasu City-Kingman, AZ",1637,10,1627,10,2021
29420,"Lake Havasu City-Kingman, AZ",2079,0,2079,0,2022
29420,"Lake Havasu City-Kingman, AZ",2241,86,2241,86,2023
29420,"Lake Havasu City-Kingman, AZ",2543,33,2497,28,2024
29420,"Lake Havasu City-Kingman, AZ",1817,64,1668,64,2025
