cbsa_code,cbsa_title,total_units,mf_units,total_units_reported,mf_units_reported,year
20100,"Dover, DE",1056,24,1056,24,2022
20100,"Dover, DE",1105,198,1104,198,2023
20100,"Dover, DE",1201,116,1198,116,2024
20100,"Dover, DE",1261,195,1261,195,2025
20220,"Dubuque, IA",346,55,346,55,1990
20220,"Dubuque, IA",296,18,295,18,1991
20220,"Dubuque, IA",462,68,462,68,1992
20220,"Dubuque, IA",454,65,454,65,1993
20220,"Dubuque, IA",441,104,439,104,1994
20220,"Dubuque, IA",458,96,458,96,1995
20220,"Dubuque, IA",331,59,331,59,1996
20220,"Dubuque, IA",303,75,303,75,1997
20220,"Dubuque, IA",364,58,364,58,1998
20220,"Dubuque, IA",320,17,319,17,1999
20220,"Dubuque, IA",341,12,341,12,2000
20220,"Dubuque, IA",441,58,441,58,2001
20220,"Dubuque, IA",497,61,497,61,2002
20220,"Dubuque, IA",541,70,541,70,2003
20220,"Dubuque, IA",872,401,869,401,2004
20220,"Dubuque, IA",560,46,557,46,2005
20220,"Dubuque, IA",411,14,411,14,2006
20220,"Dubuque, IA",367,12,366,12,2007
20220,"Dubuque, IA",214,0,213,0,2008
20220,"Dubuque, IA",435,102,435,102,2009
20220,"Dubuque, IA",548,189,548,189,2010
20220,"Dubuque, IA",410,106,405,106,2011
20220,"Dubuque, IA",395,90,395,90,2012
20220,"Dubuque, IA",339,0,339,0,2013
20220,"Dubuque, IA",276,18,276,18,2014
20220,"Dubuque, IA",255,6,255,6,2015
20220,"Dubuque, IA",368,84,368,84,2016
20220,"Dubuque, IA",241,0,241,0,2017
20220,"Dubuque, IA",322,71,318,71,2018
20220,"Dubuque, IA",262,59,262,59,2019
20220,"Dubuque, IA",277,92,234,92,2020
20220,"Dubuque, IA",537,356,536,356,2021
20220,"Dubuque, IA",163,0,163,0,2022
20220,"Dubuque, IA",195,56,195,56,2023
20220,"Dubuque, IA",474,319,474,319,2024
20220,"Dubuque, IA",334,164,332,164,2025
20260,"Duluth, MN-WI",701,18,661,18,1990
20260,"Duluth, MN-WI",902,178,875,178,1991
20260,"Duluth, MN-WI",1051,106,1013,84,1992
20260,"Duluth, MN-WI",1057,64,827,14,1993
20260,"Duluth, MN-WI",1037,152,820,86,1994
20260,"Duluth, MN-WI",922,81,774,33,1995
20260,"Duluth, MN-WI",854,30,814,30,1996
20260,"Duluth, MN-WI",815,82,801,82,1997
20260,"Duluth, MN-WI",1205,142,1191,142,1998
20260,"Duluth, MN-WI",1169,204,1087,194,1999
20260,"Duluth, MN-WI",1136,110,1073,105,2000
20260,"Duluth, MN-WI",1012,5,944,5,2001
20260,"Duluth, MN-WI",1092,33,1029,33,2002
20260,"Duluth, MN-WI",1349,96,1349,96,2003
20260,"Duluth, MN-WI",1715,329,1674,294,2004
20260,"Duluth, MN-WI",1477,240,1316,157,2005
20260,"Duluth, MN-WI",1192,190,906,56,2006
20260,"Duluth, MN-WI",1001,137,793,50,2007
20260,"Duluth, MN-WI",785,134,662,74,2008
20260,"Duluth, MN-WI",552,82,469,42,2009
20260,"Duluth, MN-WI",486,68,401,38,2010
20260,"Duluth, MN-WI",444,78,313,23,2011
20260,"Duluth, MN-WI",474,120,321,35,2012
20260,"Duluth, MN-WI",472,106,434,106,2013
20260,"Duluth, MN-WI",598,138,535,118,2014
20260,"Duluth, MN-WI",841,368,795,368,2015
20260,"Duluth, MN-WI",621,87,577,82,2016
20260,"Duluth, MN-WI",665,153,630,153,2017
20260,"Duluth, MN-WI",736,189,693,189,2018
20260,"Duluth, MN-WI",970,471,941,471,2019
20260,"Duluth, MN-WI",494,160,455,160,2020
20260,"Duluth, MN-WI",627,140,615,140,2021
20260,"Duluth, MN-WI",671,187,655,187,2022
20260,"Duluth, MN-WI",770,276,764,276,2023
20260,"Duluth, MN-WI",858,360,848,360,2024
20260,"Duluth, MN-WI",647,206,636,206,2025
20500,"Durham-Chapel Hill, NC",2497,730,2479,725,1990
20500,"Durham-Chapel Hill, NC",2040,137,2021,122,1991
20500,"Durham-Chapel Hill, NC",2496,219,2474,219,1992
20500,"Durham-Chapel Hill, NC",2547,191,2522,191,1993
20500,"Durham-Chapel Hill, NC",3828,1268,3803,1263,1994
20500,"Durham-Chapel Hill, NC",3591,1047,3558,1047,1995
20500,"Durham-Chapel Hill, NC",3648,998,3614,998,1996
20500,"Durham-Chapel Hill, NC",5093,2188,5072,2183,1997
20500,"Durham-Chapel Hill, NC",4812,1364,4705,1304,1998
20500,"Durham-Chapel Hill, NC",5569,1990,5569,1990,1999
20500,"Durham-Chapel Hill, NC",4531,1304,4310,1294,2000
20500,"Durham-Chapel Hill, NC",5776,2151,5068,2141,2001
20500,"Durham-Chapel Hill, NC",4696,1079,4111,1079,2002
20500,"Durham-Chapel Hill, NC",5103,1056,5103,1056,2003
20500,"Durham-Chapel Hill, NC",4977,832,4333,832,2004
20500,"Durham-Chapel Hill, NC",4393,154,3644,154,2005
20500,"Durham-Chapel Hill, NC",4373,887,4045,871,2006
20500,"Durham-Chapel Hill, NC",3254,248,3100,175,2007
20500,"Durham-Chapel Hill, NC",2498,325,2498,325,2008
20500,"Durham-Chapel Hill, NC",2657,1285,2657,1285,2009
20500,"Durham-Chapel Hill, NC",1913,371,1913,371,2010
20500,"Durham-Chapel Hill, NC",1924,354,1821,329,2011
20500,"Durham-Chapel Hill, NC",3314,1701,3314,1701,2012
20500,"Durham-Chapel Hill, NC",4694,2699,4694,2699,2013
20500,"Durham-Chapel Hill, NC",2587,418,2587,418,2014
20500,"Durham-Chapel Hill, NC",4411,1709,4411,1709,2015
20500,"Durham-Chapel Hill, NC",4382,1403,3442,987,2016
20500,"Durham-Chapel Hill, NC",4924,1638,2569,757,2017
20500,"Durham-Chapel Hill, NC",5416,2059,2055,737,2018
20500,"Durham-Chapel Hill, NC",5454,2200,5444,2200,2019
20500,"Durham-Chapel Hill, NC",5190,1952,5132,1952,2020
20500,"Durham-Chapel Hill, NC",5683,2121,5683,2121,2021
20500,"Durham-Chapel Hill, NC",6172,3083,6172,3083,2022
20500,"Durham-Chapel Hill, NC",6991,3991,5077,2944,2023
20500,"Durham-Chapel Hill, NC",3858,989,3520,792,2024
20500,"Durham-Chapel Hill, NC",6100,2263,5541,2084,2025
20580,"Eagle Pass, TX",65,0,65,0,1990
20580,"Eagle Pass, TX",63,6,63,6,1991
20580,"Eagle Pass, TX",97,24,97,24,1992
20580,"Eagle Pass, TX",100,0,100,0,1993
20580,"Eagle Pass, TX",144,0,132,0,1994
20580,"Eagle Pass, TX",276,126,276,126,1995
20580,"Eagle Pass, TX",137,20,137,20,1996
20580,"Eagle Pass, TX",105,5,105,5,1997
20580,"Eagle Pass, TX",184,24,184,24,1998
20580,"Eagle Pass, TX",216,13,216,13,1999
20580,"Eagle Pass, TX",179,18,179,18,2000
20580,"Eagle Pass, TX",202,16,202,16,2001
20580,"Eagle Pass, TX",203,8,203,8,2002
20580,"Eagle Pass, TX",212,26,212,26,2003
20580,"Eagle Pass, TX",226,9,226,9,2004
20580,"Eagle Pass, TX",227,10,227,10,2005
20580,"Eagle Pass, TX",168,0,168,0,2006
20580,"Eagle Pass, TX",110,0,110,0,2007
20580,"Eagle Pass, TX",95,10,95,10,2008
20580,"Eagle Pass, TX",231,120,231,120,2009
20580,"Eagle Pass, TX",205,36,205,36,2010
20580,"Eagle Pass, TX",136,68,136,68,2011
20580,"Eagle Pass, TX",79,0,79,0,2012
20580,"Eagle Pass, TX",113,31,113,31,2013
20580,"Eagle Pass, TX",99,8,99,8,2014
20580,"Eagle Pass, TX",95,8,95,8,2015
20580,"Eagle Pass, TX",76,0,76,0,2016
20580,"Eagle Pass, TX",75,0,75,0,2017
20580,"Eagle Pass, TX",72,0,67,0,2018
20580,"Eagle Pass, TX",92,0,92,0,2019
20580,"Eagle Pass, TX",139,0,139,0,2020
20580,"Eagle Pass, TX",135,0,135,0,2021
20580,"Eagle Pass, TX",101,0,101,0,2022
20580,"Eagle Pass, TX",72,0,51,0,2023
20580,"Eagle Pass, TX",77,8,77,8,2024
20580,"Eagle Pass, TX",94,12,94,12,2025
20740,"Eau Claire, WI",510,85,510,85,1990
20740,"Eau Claire, WI",479,80,466,80,1991
20740,"Eau Claire, WI",759,170,759,170,1992
20740,"Eau Claire, WI",693,11,670,11,1993
20740,"Eau Claire, WI",746,121,654,121,1994
20740,"Eau Claire, WI",809,105,706,105,1995
20740,"Eau Claire, WI",965,96,965,96,1996
20740,"Eau Claire, WI",1078,100,1072,100,1997
20740,"Eau Claire, WI",1205,163,1197,163,1998
20740,"Eau Claire, WI",1098,65,1088,65,1999
20740,"Eau Claire, WI",1173,135,1165,135,2000
20740,"Eau Claire, WI",1422,237,1413,237,2001
20740,"Eau Claire, WI",1370,312,1361,312,2002
20740,"Eau Claire, WI",1162,136,1162,136,2003
20740,"Eau Claire, WI",1102,91,1080,86,2004
20740,"Eau Claire, WI",970,118,939,118,2005
20740,"Eau Claire, WI",782,86,770,86,2006
20740,"Eau Claire, WI",651,84,634,84,2007
20740,"Eau Claire, WI",480,61,472,61,2008
20740,"Eau Claire, WI",421,26,409,26,2009
20740,"Eau Claire, WI",357,27,347,27,2010
20740,"Eau Claire, WI",364,64,364,64,2011
20740,"Eau Claire, WI",605,216,603,216,2012
20740,"Eau Claire, WI",656,260,576,223,2013
20740,"Eau Claire, WI",463,84,386,44,2014
20740,"Eau Claire, WI",677,226,577,181,2015
20740,"Eau Claire, WI",763,212,655,152,2016
20740,"Eau Claire, WI",568,54,552,54,2017
20740,"Eau Claire, WI",762,124,755,124,2018
20740,"Eau Claire, WI",745,157,745,157,2019
20740,"Eau Claire, WI",992,359,991,359,2020
20740,"Eau Claire, WI",1279,610,1276,610,2021
20740,"Eau Claire, WI",1030,403,1030,403,2022
20740,"Eau Claire, WI",1501,1012,1501,1012,2023
20740,"Eau Claire, WI",954,467,954,467,2024
20740,"Eau Claire, WI",946,479,936,479,2025
20940,"El Centro, CA",1087,512,1087,512,1990
20940,"El Centro, CA",837,130,729,73,1991
20940,"El Centro, CA",1001,95,1001,95,1992
20940,"El Centro, CA",627,50,627,50,1993
20940,"El Centro, CA",834,130,794,130,1994
20940,"El Centro, CA",492,107,492,107,1995
20940,"El Centro, CA",352,5,344,0,1996
20940,"El Centro, CA",342,40,332,40,1997
20940,"El Centro, CA",433,66,433,66,1998
20940,"El Centro, CA",339,0,339,0,1999
20940,"El Centro, CA",773,177,766,177,2000
20940,"El Centro, CA",1057,486,1055,486,2001
20940,"El Centro, CA",1021,166,1021,166,2002
20940,"El Centro, CA",1201,143,1201,143,2003
20940,"El Centro, CA",1778,344,1241,247,2004
20940,"El Centro, CA",2191,210,1549,95,2005
20940,"El Centro, CA",2203,238,1781,144,2006
20940,"El Centro, CA",969,248,969,248,2007
20940,"El Centro, CA",511,239,460,223,2008
20940,"El Centro, CA",196,6,192,6,2009
20940,"El Centro, CA",102,0,102,0,2010
20940,"El Centro, CA",257,128,256,128,2011
20940,"El Centro, CA",287,72,287,72,2012
20940,"El Centro, CA",303,6,247,6,2013
20940,"El Centro, CA",246,54,246,54,2014
20940,"El Centro, CA",293,174,242,131,2015
20940,"El Centro, CA",215,0,213,0,2016
20940,"El Centro, CA",191,0,191,0,2017
20940,"El Centro, CA",400,124,400,124,2018
20940,"El Centro, CA",398,132,387,132,2019
20940,"El Centro, CA",480,161,468,161,2020
20940,"El Centro, CA",555,108,555,108,2021
20940,"El Centro, CA",551,168,412,168,2022
20940,"El Centro, CA",263,69,164,0,2023
20940,"El Centro, CA",253,92,253,92,2024
20940,"El Centro, CA",242,0,242,0,2025
21060,"Elizabethtown, KY",292,68,292,68,1990
21060,"Elizabethtown, KY",457,50,453,50,1991
21060,"Elizabethtown, KY",622,0,617,0,1992
21060,"Elizabethtown, KY",528,37,494,32,1993
21060,"Elizabethtown, KY",539,34,489,24,1994
21060,"Elizabethtown, KY",598,115,512,85,1995
21060,"Elizabethtown, KY",670,46,659,46,1996
21060,"Elizabethtown, KY",867,209,697,209,1997
21060,"Elizabethtown, KY",878,174,690,174,1998
21060,"Elizabethtown, KY",807,48,613,48,1999
21060,"Elizabethtown, KY",549,12,432,12,2000
21060,"Elizabethtown, KY",770,45,663,45,2001
21060,"Elizabethtown, KY",799,74,794,74,2002
21060,"Elizabethtown, KY",957,63,957,63,2003
21060,"Elizabethtown, KY",1160,116,1160,116,2004
21060,"Elizabethtown, KY",1325,87,1188,87,2005
21060,"Elizabethtown, KY",1146,132,1146,132,2006
21060,"Elizabethtown, KY",1043,290,928,290,2007
21060,"Elizabethtown, KY",616,100,526,100,2008
21060,"Elizabethtown, KY",460,16,397,16,2009
21060,"Elizabethtown, KY",1242,500,1242,500,2010
21060,"Elizabethtown, KY",714,394,714,394,2011
21060,"Elizabethtown, KY",507,154,497,154,2012
21060,"Elizabethtown, KY",427,106,380,106,2013
21060,"Elizabethtown, KY",407,166,407,166,2014
21060,"Elizabethtown, KY",244,0,244,0,2015
21060,"Elizabethtown, KY",386,129,386,129,2016
21060,"Elizabethtown, KY",425,0,425,0,2017
21060,"Elizabethtown, KY",380,34,380,34,2018
21060,"Elizabethtown, KY",383,24,383,24,2019
21060,"Elizabethtown, KY",632,152,632,152,2020
21060,"Elizabethtown, KY",413,12,413,12,2021
21060,"Elizabethtown, KY",1034,584,1034,584,2022
21060,"Elizabethtown, KY",1742,995,1739,995,2023
21060,"Elizabethtown, KY",1010,464,955,464,2024
21060,"Elizabethtown, KY",491,40,432,40,2025
21140,"Elkhart-Goshen, IN",744,30,734,24,1990
21140,"Elkhart-Goshen, IN",629,30,629,30,1991
21140,"Elkhart-Goshen, IN",892,192,892,192,1992
21140,"Elkhart-Goshen, IN",1032,227,1032,227,1993
21140,"Elkhart-Goshen, IN",988,113,988,113,1994
21140,"Elkhart-Goshen, IN",1043,124,1043,124,1995
21140,"Elkhart-Goshen, IN",1177,101,1158,96,1996
21140,"Elkhart-Goshen, IN",1086,165,1086,165,1997
21140,"Elkhart-Goshen, IN",1412,344,1412,344,1998
21140,"Elkhart-Goshen, IN",1127,58,1127,58,1999
21140,"Elkhart-Goshen, IN",1296,332,1296,332,2000
21140,"Elkhart-Goshen, IN",1054,132,1054,132,2001
21140,"Elkhart-Goshen, IN",1606,554,1606,554,2002
21140,"Elkhart-Goshen, IN",1175,91,1175,91,2003
21140,"Elkhart-Goshen, IN",1163,48,1163,48,2004
21140,"Elkhart-Goshen, IN",1024,6,1024,6,2005
21140,"Elkhart-Goshen, IN",923,0,923,0,2006
21140,"Elkhart-Goshen, IN",681,52,681,52,2007
21140,"Elkhart-Goshen, IN",489,144,489,144,2008
21140,"Elkhart-Goshen, IN",185,48,185,48,2009
21140,"Elkhart-Goshen, IN",234,60,234,60,2010
21140,"Elkhart-Goshen, IN",146,0,146,0,2011
21140,"Elkhart-Goshen, IN",221,0,221,0,2012
21140,"Elkhart-Goshen, IN",303,16,303,16,2013
21140,"Elkhart-Goshen, IN",270,0,270,0,2014
21140,"Elkhart-Goshen, IN",309,0,309,0,2015
21140,"Elkhart-Goshen, IN",354,0,342,0,2016
21140,"Elkhart-Goshen, IN",560,188,547,188,2017
21140,"Elkhart-Goshen, IN",351,0,351,0,2018
21140,"Elkhart-Goshen, IN",350,11,350,11,2019
21140,"Elkhart-Goshen, IN",488,106,488,106,2020
21140,"Elkhart-Goshen, IN",458,63,451,63,2021
21140,"Elkhart-Goshen, IN",387,60,381,60,2022
21140,"Elkhart-Goshen, IN",287,0,283,0,2023
21140,"Elkhart-Goshen, IN",484,136,480,136,2024
21140,"Elkhart-Goshen, IN",777,442,777,442,2025
21300,"Elmira, NY",113,8,97,8,1990
21300,"Elmira, NY",132,8,125,8,1991
21300,"Elmira, NY",152,16,152,16,1992
21300,"Elmira, NY",136,0,108,0,1993
21300,"Elmira, NY",124,12,123,12,1994
21300,"Elmira, NY",125,11,111,11,1995
21300,"Elmira, NY",114,20,100,20,1996
21300,"Elmira, NY",114,19,92,0,1997
21300,"Elmira, NY",136,15,115,0,1998
21300,"Elmira, NY",296,171,263,152,1999
21300,"Elmira, NY",178,21,153,6,2000
21300,"Elmira, NY",179,19,155,0,2001
21300,"Elmira, NY",141,30,109,30,2002
21300,"Elmira, NY",145,30,145,30,2003
21300,"Elmira, NY",95,0,78,0,2004
21300,"Elmira, NY",107,0,89,0,2005
21300,"Elmira, NY",91,0,79,0,2006
21300,"Elmira, NY",92,0,76,0,2007
21300,"Elmira, NY",63,0,55,0,2008
21300,"Elmira, NY",72,32,66,32,2009
21300,"Elmira, NY",76,0,72,0,2010
21300,"Elmira, NY",138,96,138,96,2011
21300,"Elmira, NY",139,80,139,80,2012
21300,"Elmira, NY",81,29,44,0,2013
21300,"Elmira, NY",61,0,32,0,2014
21300,"Elmira, NY",78,32,55,32,2015
21300,"Elmira, NY",41,0,15,0,2016
21300,"Elmira, NY",101,62,99,62,2017
21300,"Elmira, NY",186,151,170,151,2018
21300,"Elmira, NY",220,194,23,0,2019
21300,"Elmira, NY",184,156,25,0,2020
21300,"Elmira, NY",138,116,129,116,2021
21300,"Elmira, NY",81,51,72,51,2022
21300,"Elmira, NY",79,54,19,0,2023
21300,"Elmira, NY",93,63,23,0,2024
21300,"Elmira, NY",98,65,26,0,2025
21340,"El Paso, TX",2111,227,2111,227,1990
21340,"El Paso, TX",1909,239,1907,239,1991
21340,"El Paso, TX",2761,452,2761,452,1992
21340,"El Paso, TX",2681,324,2681,324,1993
21340,"El Paso, TX",3797,1423,3797,1423,1994
21340,"El Paso, TX",2629,288,2629,288,1995
21340,"El Paso, TX",3333,926,3333,926,1996
21340,"El Paso, TX",2713,319,2478,238,1997
21340,"El Paso, TX",3290,24,3287,24,1998
21340,"El Paso, TX",4196,396,4188,396,1999
21340,"El Paso, TX",3203,92,2621,36,2000
21340,"El Paso, TX",3438,33,3221,27,2001
21340,"El Paso, TX",3710,119,833,76,2002
21340,"El Paso, TX",5271,207,5271,207,2003
21340,"El Paso, TX",3942,115,3939,115,2004
21340,"El Paso, TX",5405,829,4990,829,2005
21340,"El Paso, TX",4140,103,3730,103,2006
21340,"El Paso, TX",4379,979,4101,974,2007
21340,"El Paso, TX",3981,944,3928,944,2008
21340,"El Paso, TX",3191,475,3191,475,2009
21340,"El Paso, TX",4549,1412,4452,1412,2010
21340,"El Paso, TX",4153,618,4150,618,2011
21340,"El Paso, TX",4355,1096,4352,1096,2012
21340,"El Paso, TX",4097,939,4094,939,2013
21340,"El Paso, TX",3043,549,3024,549,2014
21340,"El Paso, TX",4491,1869,4487,1869,2015
21340,"El Paso, TX",3054,674,3054,674,2016
21340,"El Paso, TX",3277,669,3145,669,2017
21340,"El Paso, TX",2416,481,2415,481,2018
21340,"El Paso, TX",3066,341,3061,341,2019
21340,"El Paso, TX",2562,128,2555,128,2020
21340,"El Paso, TX",2989,199,756,0,2021
21340,"El Paso, TX",2465,227,496,0,2022
21340,"El Paso, TX",2247,182,365,0,2023
21340,"El Paso, TX",2320,143,265,0,2024
21340,"El Paso, TX",2050,142,191,0,2025
21420,"Enid, OK",31,0,31,0,1990
21420,"Enid, OK",30,0,30,0,1991
21420,"Enid, OK",41,0,41,0,1992
21420,"Enid, OK",80,10,80,10,1993
21420,"Enid, OK",102,0,102,0,1994
21420,"Enid, OK",112,0,112,0,1995
21420,"Enid, OK",156,5,152,5,1996
21420,"Enid, OK",91,0,91,0,1997
21420,"Enid, OK",81,0,81,0,1998
21420,"Enid, OK",85,0,85,0,1999
21420,"Enid, OK",59,0,59,0,2000
21420,"Enid, OK",155,96,155,96,2001
21420,"Enid, OK",167,47,167,47,2002
21420,"Enid, OK",179,103,179,103,2003
21420,"Enid, OK",229,134,211,124,2004
21420,"Enid, OK",148,59,128,47,2005
21420,"Enid, OK",133,33,76,0,2006
21420,"Enid, OK",95,0,95,0,2007
21420,"Enid, OK",69,5,6,0,2008
21420,"Enid, OK",39,0,38,0,2009
21420,"Enid, OK",74,0,74,0,2010
21420,"Enid, OK",28,0,28,0,2011
21420,"Enid, OK",29,0,27,0,2012
21420,"Enid, OK",54,0,51,0,2013
21420,"Enid, OK",69,0,69,0,2014
21420,"Enid, OK",74,0,74,0,2015
21420,"Enid, OK",70,0,70,0,2016
21420,"Enid, OK",95,36,95,36,2017
21420,"Enid, OK",43,0,43,0,2018
21420,"Enid, OK",26,0,26,0,2019
21420,"Enid, OK",23,0,23,0,2020
21420,"Enid, OK",35,0,35,0,2021
21420,"Enid, OK",46,0,46,0,2022
21420,"Enid, OK",10,0,9,0,2023
21420,"Enid, OK",19,0,18,0,2024
21420,"Enid, OK",20,0,19,0,2025
21500,"Erie, PA",678,49,635,49,1990
21500,"Erie, PA",943,320,904,320,1991
21500,"Erie, PA",720,16,718,16,1992
21500,"Erie, PA",982,137,965,137,1993
21500,"Erie, PA",873,60,871,60,1994
21500,"Erie, PA",857,173,785,173,1995
21500,"Erie, PA",808,90,808,90,1996
21500,"Erie, PA",799,93,724,93,1997
21500,"Erie, PA",748,133,714,128,1998
21500,"Erie, PA",775,38,735,38,1999
21500,"Erie, PA",704,106,688,97,2000
21500,"Erie, PA",715,75,673,67,2001
21500,"Erie, PA",643,6,573,6,2002
21500,"Erie, PA",769,122,769,122,2003
21500,"Erie, PA",898,56,818,44,2004
21500,"Erie, PA",724,153,667,153,2005
21500,"Erie, PA",700,48,643,48,2006
21500,"Erie, PA",810,192,788,192,2007
21500,"Erie, PA",418,141,418,141,2008
21500,"Erie, PA",473,83,473,83,2009
21500,"Erie, PA",586,195,586,195,2010
21500,"Erie, PA",311,148,311,148,2011
21500,"Erie, PA",488,255,483,255,2012
21500,"Erie, PA",467,178,467,178,2013
21500,"Erie, PA",321,103,316,103,2014
21500,"Erie, PA",267,60,267,60,2015
21500,"Erie, PA",338,148,338,148,2016
21500,"Erie, PA",265,50,254,50,2017
21500,"Erie, PA",305,119,305,119,2018
21500,"Erie, PA",161,34,160,34,2019
21500,"Erie, PA",201,27,193,27,2020
21500,"Erie, PA",217,35,209,35,2021
21500,"Erie, PA",238,54,233,54,2022
21500,"Erie, PA",224,76,221,76,2023
21500,"Erie, PA",339,188,327,188,2024
21500,"Erie, PA",243,58,238,58,2025
21660,"Eugene-Springfield, OR",1872,896,1866,896,1990
21660,"Eugene-Springfield, OR",1025,37,1024,37,1991
21660,"Eugene-Springfield, OR",1238,181,1238,181,1992
21660,"Eugene-Springfield, OR",1478,136,1478,136,1993
21660,"Eugene-Springfield, OR",1997,405,1966,405,1994
21660,"Eugene-Springfield, OR",2769,1322,2530,1205,1995
21660,"Eugene-Springfield, OR",2169,435,1965,394,1996
21660,"Eugene-Springfield, OR",2595,793,2593,793,1997
21660,"Eugene-Springfield, OR",2203,686,2094,686,1998
21660,"Eugene-Springfield, OR",1830,527,1829,527,1999
21660,"Eugene-Springfield, OR",1330,77,1035,72,2000
21660,"Eugene-Springfield, OR",1385,95,1113,90,2001
21660,"Eugene-Springfield, OR",1625,144,1327,139,2002
21660,"Eugene-Springfield, OR",1534,28,1534,28,2003
21660,"Eugene-Springfield, OR",1750,240,1659,225,2004
21660,"Eugene-Springfield, OR",2356,552,2356,552,2005
21660,"Eugene-Springfield, OR",1708,266,1708,266,2006
21660,"Eugene-Springfield, OR",1490,320,1490,320,2007
21660,"Eugene-Springfield, OR",771,130,771,130,2008
21660,"Eugene-Springfield, OR",616,156,616,156,2009
21660,"Eugene-Springfield, OR",550,59,509,59,2010
21660,"Eugene-Springfield, OR",670,269,670,269,2011
21660,"Eugene-Springfield, OR",802,308,750,308,2012
21660,"Eugene-Springfield, OR",1249,658,1107,658,2013
21660,"Eugene-Springfield, OR",1316,773,1175,773,2014
21660,"Eugene-Springfield, OR",721,65,555,65,2015
21660,"Eugene-Springfield, OR",1174,416,991,416,2016
21660,"Eugene-Springfield, OR",842,0,612,0,2017
21660,"Eugene-Springfield, OR",1389,507,1156,507,2018
21660,"Eugene-Springfield, OR",1071,304,846,304,2019
21660,"Eugene-Springfield, OR",1391,539,1155,539,2020
21660,"Eugene-Springfield, OR",2136,1156,1883,1156,2021
21660,"Eugene-Springfield, OR",1759,862,1553,862,2022
21660,"Eugene-Springfield, OR",1239,473,921,473,2023
21660,"Eugene-Springfield, OR",1814,972,1585,972,2024
21660,"Eugene-Springfield, OR",1545,749,1038,616,2025
21780,"Evansville, IN",996,272,996,272,1990
21780,"Evansville, IN",774,16,769,16,1991
21780,"Evansville, IN",1037,56,1034,56,1992
21780,"Evansville, IN",1209,159,1207,159,1993
21780,"Evansville, IN",1036,98,1036,98,1994
21780,"Evansville, IN",1191,214,1191,214,1995
21780,"Evansville, IN",1132,126,1097,126,1996
21780,"Evansville, IN",1132,10,1131,10,1997
21780,"Evansville, IN",1599,358,1599,358,1998
21780,"Evansville, IN",1401,56,1259,56,1999
21780,"Evansville, IN",1576,497,1576,497,2000
21780,"Evansville, IN",1007,11,1007,11,2001
21780,"Evansville, IN",1598,296,1549,296,2002
21780,"Evansville, IN",1681,269,1681,269,2003
21780,"Evansville, IN",1717,446,1717,446,2004
21780,"Evansville, IN",1831,581,1831,581,2005
21780,"Evansville, IN",1169,101,1126,81,2006
21780,"Evansville, IN",1011,241,664,171,2007
21780,"Evansville, IN",612,138,285,40,2008
21780,"Evansville, IN",473,65,241,0,2009
21780,"Evansville, IN",534,47,519,47,2010
21780,"Evansville, IN",445,0,444,0,2011
21780,"Evansville, IN",602,111,602,111,2012
21780,"Evansville, IN",669,154,669,154,2013
21780,"Evansville, IN",681,106,681,106,2014
21780,"Evansville, IN",634,65,610,65,2015
21780,"Evansville, IN",901,252,901,252,2016
21780,"Evansville, IN",889,259,879,259,2017
21780,"Evansville, IN",561,10,549,10,2018
21780,"Evansville, IN",819,162,816,162,2019
21780,"Evansville, IN",1058,167,1056,167,2020
21780,"Evansville, IN",1291,200,1291,200,2021
21780,"Evansville, IN",1154,247,1154,247,2022
21780,"Evansville, IN",854,47,771,24,2023
21780,"Evansville, IN",713,0,713,0,2024
21780,"Evansville, IN",825,120,614,120,2025
21820,"Fairbanks-College, AK",26,0,26,0,1990
21820,"Fairbanks-College, AK",101,5,48,5,1991
21820,"Fairbanks-College, AK",82,0,82,0,1992
21820,"Fairbanks-College, AK",121,12,104,12,1993
21820,"Fairbanks-College, AK",186,28,141,28,1994
21820,"Fairbanks-College, AK",62,0,37,0,1995
21820,"Fairbanks-College, AK",191,55,170,55,1996
21820,"Fairbanks-College, AK",154,7,138,7,1997
21820,"Fairbanks-College, AK",188,0,178,0,1998
21820,"Fairbanks-College, AK",179,0,152,0,1999
21820,"Fairbanks-College, AK",124,0,113,0,2000
21820,"Fairbanks-College, AK",183,12,148,12,2001
21820,"Fairbanks-College, AK",170,0,160,0,2002
21820,"Fairbanks-College, AK",257,30,257,30,2003
21820,"Fairbanks-College, AK",337,50,303,50,2004
21820,"Fairbanks-College, AK",182,0,169,0,2005
21820,"Fairbanks-College, AK",360,0,348,0,2006
21820,"Fairbanks-College, AK",113,0,54,0,2007
21820,"Fairbanks-College, AK",60,0,6,0,2008
21820,"Fairbanks-College, AK",34,0,2,0,2009
21820,"Fairbanks-College, AK",42,0,7,0,2010
21820,"Fairbanks-College, AK",39,0,7,0,2011
21820,"Fairbanks-College, AK",46,0,1,0,2012
21820,"Fairbanks-College, AK",56,0,1,0,2013
21820,"Fairbanks-College, AK",54,0,0,0,2014
21820,"Fairbanks-College, AK",7,0,7,0,2015
21820,"Fairbanks-College, AK",11,0,11,0,2016
21820,"Fairbanks-College, AK",15,0,15,0,2017
21820,"Fairbanks-College, AK",13,0,13,0,2018
21820,"Fairbanks-College, AK",22,0,22,0,2019
21820,"Fairbanks-College, AK",19,0,18,0,2020
21820,"Fairbanks-College, AK",36,0,36,0,2021
