indicator,tau_3y,prec_3y,tau_3y_preCOVID,tau_1y
trailing_rent_growth,0.3914833282303641,0.65,0.5345541496945638,0.6209555087483901
net_migration,0.38729491286696544,0.5333333333333333,0.6112718085748123,0.3095105684319601
job_growth,0.2984250574150237,0.4333333333333334,0.5032363530694329,0.24357918446241061
income_growth,0.09380145006409114,0.26666666666666666,0.16398436799855554,0.04894923631553138
cost_to_own_vs_rent,0.0824474172620444,0.11666666666666665,0.22558070048288897,0.08134120975463197
rent_to_income,-0.07907834939083057,0.25,-0.12594408525018477,-0.09414037375190562
employment_diversity,-0.08433578924034653,0.2333333333333334,-0.11307360062444143,-0.03267014922417404
permits_to_stock,-0.15823665064261208,0.2333333333333333,-0.34929716843595515,-0.05601107327530223
