win3_min,win3_max,win3_n,win1_min,win1_max,win1_n,jk3_min,jk3_max,n_states,state_tau_lo,state_tau_hi,state_gap_lo,state_gap_hi,eq_edge_survives_state_cluster,B
-0.0402262483294795,0.6331741861361071,6,0.1725003983097435,0.7298748825407181,7,0.3906556312328969,0.5253357181260142,41,0.33572999892602007,0.5477090735733802,0.03746944298881145,0.15260818916134536,True,800
