cbsa_code,cbsa_title,year,net_migration,job_growth,income_growth,permits_to_stock,rent_to_income,cost_to_own_vs_rent,trailing_rent_growth,employment_diversity
10420,"Akron, OH",2024,-0.14732071583160034,-1.8956963895653491,0.014993011767697519,1.084538889843961,1.3591184890978216,-0.6039603520046756,1.2481793125525935,0.19377765533910452
10580,"Albany-Schenectady-Troy, NY",2024,-0.05053450906062915,1.1298200250693518,0.3963428192999919,0.8722248529178945,0.8117254385380898,-0.1450134682929523,0.8513144710848048,0.10735487066533755
10740,"Albuquerque, NM",2024,-0.43560732550580944,0.4591544514842955,0.9784636269912481,0.6694185814314437,0.12925768889308759,0.16449432677450312,0.1118085106540647,-0.873471986509365
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,-0.016943949440734993,-0.7084838760894294,-1.1573178813822782,0.7024248747892601,-0.20325527609255917,-0.5214685308978854,0.21812287124366558,-0.682468625787731
12060,"Atlanta-Sandy Springs-Roswell, GA",2024,-0.2513612888456375,-0.09455114141712102,0.2692190426194571,-0.5195994705522111,-0.1069689214249767,-0.06912359450463046,-1.4522511069403423,0.8287183804503399
12260,"Augusta-Richmond County, GA-SC",2024,0.47532908112694106,-0.932943873265351,-0.5854312286853566,-0.6342061892154445,-0.24563165344950624,-0.944805388862414,0.021089400972072507,-1.4743590723848705
12420,"Austin-Round Rock-San Marcos, TX",2024,0.5707973417672022,0.0029035571254749674,0.11067397471203216,-2.261020059997439,0.825386573108716,0.9200598871238183,-3.479882054746508,0.33774590547269934
12540,"Bakersfield-Delano, CA",2024,-0.5589048162021909,0.13997605821155074,2.1238959241494175,0.21533458713213163,-1.7106599595258882,-0.2839003440467534,0.41885003872359267,0.11585882720812887
12580,"Baltimore-Columbia-Towson, MD",2024,-0.6474531177558993,1.4304056130438787,0.37373943261436576,0.9220343037118344,0.3859092542390285,-0.19379997098118895,0.021886507355883066,0.044942290964302856
12940,"Baton Rouge, LA",2024,-0.5508984998534734,0.6275255066349664,0.5070015134999302,0.30576245873075913,0.8011674861052992,-0.8057816427948346,-0.41953147917626976,0.5919787360971733
13820,"Birmingham, AL",2024,0.04582168528757792,-0.21373405906255794,-0.272456159280074,0.6736154899395809,0.8556595590086367,-0.764330529947377,0.2350716404846399,0.8190602482623213
14260,"Boise City, ID",2024,1.610598471631389,1.896208342817457,1.5157327716884879,-1.9911188719580066,-0.20183040151238354,1.0988990962492446,-0.6301636895491862,-0.6724856101675543
14460,"Boston-Cambridge-Newton, MA-NH",2024,-0.8753344760499845,-1.3556976876090117,-0.6534654472448838,0.8931924433671519,-0.9290711483775768,0.13784410557545776,0.5235492891309317,0.30053207272077265
14860,"Bridgeport-Stamford-Danbury, CT",2024,-1.1121264004958604,-0.5590922133156871,0.6598600734626316,0.9443301806542445,1.2406507162873857,0.24661974965955352,1.1196340961603566,0.3159615153510938
15380,"Buffalo-Cheektowaga, NY",2024,-0.5305158166297836,0.058905610129817154,-0.3931540183346078,1.2824874271937428,0.6304288672494655,-0.539922436868081,0.9160302556600651,0.40916430424425143
15980,"Cape Coral-Fort Myers, FL",2024,0.6179885894732464,1.0675858878425726,-0.32910139897419227,-2.869451990195916,-0.7237966033542375,-0.5143043169900194,-2.864465371486912,0.2014993097497497
16700,"Charleston-North Charleston, SC",2024,1.598573039652953,1.794423328228152,0.6861508010132519,-1.2988309354200522,-0.3375477090799309,-0.008371272234748837,0.35581120360217794,0.3860779544282164
16740,"Charlotte-Concord-Gastonia, NC-SC",2024,1.0005653471824747,0.02608687610295425,0.037287120059995266,-1.26372269924521,0.2176891435756096,0.05479595234862833,-1.0695920720386447,0.8598349837770904
16860,"Chattanooga, TN-GA",2024,0.9270133361362504,0.8212752441302352,-0.5110744398228779,-0.23863480532637696,0.06289471973570156,-0.2123294860933606,-0.2855818884788199,-2.6076325766775446
16980,"Chicago-Naperville-Elgin, IL-IN",2024,-0.9160690194211845,-1.1461615034225563,-0.8882183230472623,1.0009411246831506,-0.20231181167887763,-1.2303529526650014,0.9906208229071558,0.7189641340281508
17140,"Cincinnati, OH-KY-IN",2024,-0.2796687615873393,-1.1186336315986678,-0.5808091456420243,0.6420822748533495,0.7361264912271257,-0.5062897514504843,0.8622560476801273,0.7000382503599367
17410,"Cleveland, OH",2024,-0.453549688120592,-1.1012149441070123,0.027468250839829646,1.0564496345975918,1.0621619052382,-0.9929559286890884,1.7694839331737613,0.621792509637167
17820,"Colorado Springs, CO",2024,-0.21547363063481215,-0.6489653386987398,0.392594825315618,-0.01425473917718926,-0.1626176268478866,0.8195884467389088,-0.6632468154948477,0.20941785730401302
17900,"Columbia, SC",2024,0.8709505250842166,0.6041302089097715,1.406774907477288,-0.4288630943670362,0.17866395484094658,-1.019818887594312,0.6319858492299794,-2.62871778523949
18140,"Columbus, OH",2024,-0.27688928945487523,0.14041625005381891,-0.27718363180988903,-0.3722024649110956,0.6200128298511649,-0.053942857317525954,0.4937543644010819,-0.7018215399980334
19100,"Dallas-Fort Worth-Arlington, TX",2024,0.20384599649122967,-0.342641029694134,-1.5778767271707184,-1.3849363535947259,0.5617210275856407,0.09461370871577082,-1.783903989402526,0.7391181927640569
19430,"Dayton-Kettering-Beavercreek, OH",2024,0.16554637177302953,-0.2131220094457282,-0.4027607239796353,0.8822028513807025,0.8058224105692697,-1.0075313687733636,1.1857187137334404,0.025089784125827557
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2024,2.6714565872861753,0.7451225440766416,-0.10016983173448132,-0.6477708279892812,-0.9012265845065629,-0.5055063831189281,-1.039168014864207,0.07394180913534205
19740,"Denver-Aurora-Centennial, CO",2024,-0.34627321150006507,-1.1954741118145207,-1.6095219595118924,0.03535080609436322,0.6082935684067834,1.4761142438798394,-0.8058387027377177,-3.2045907896962067
19780,"Des Moines-West Des Moines, IA",2024,0.5947267789784797,0.9451657296212326,-0.8684774274710735,-0.48641014337602395,1.3066918597220476,0.0363699313145061,-0.1174809233010197,0.6539140324534811
19820,"Detroit-Warren-Dearborn, MI",2024,-0.603284194606094,-1.5156028572138676,-0.6472724998948188,1.088767153404355,0.7731029389798459,-0.8640808480630456,0.6040387344498609,-0.1779948637775474
