cbsa_code,cbsa_title,year,n_indicators,score,bucket_Demand,bucket_Supply,bucket_Affordability,bucket_Momentum,bucket_Resilience,rank
20500,"Durham-Chapel Hill, NC",2024,8,-0.030990065568961927,0.013180190490455927,-0.05668907619295911,0.09162607959097276,-0.10278048614121048,0.02367322668377898,68
44700,"Stockton-Lodi, CA",2024,8,-0.03762768164177137,0.29362145161745457,-0.07388299377185358,-0.26891916027489393,-0.01093728690696337,0.02249030769448493,69
12540,"Bakersfield-Delano, CA",2024,8,-0.038864488068806526,0.07461792987173542,0.05380147055059825,-0.22935248616772155,0.04188500387235927,0.02018359380422207,70
14460,"Boston-Cambridge-Newton, MA-NH",2024,8,-0.04695736790589948,-0.24399303278231826,0.22329174206565258,-0.10187532340140626,0.05235492891309317,0.023264317299079285,71
40060,"Richmond, VA",2024,8,-0.05362598682315586,0.09565362534614161,-0.09340468098574448,0.08725728717934027,0.06963843127590577,-0.21277064963879902,72
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2024,8,-0.05890147305020885,-0.056311110326560665,0.21337723643452422,-0.07432425044988185,0.07112730093050848,-0.21277064963879902,73
36540,"Omaha, NE-IA",2024,8,-0.0639075097507615,-0.11648354989687405,-0.17189155492152206,0.159660805770615,0.04388651652105155,0.02092027277596807,74
44060,"Spokane-Spokane Valley, WA",2024,8,-0.06848690092500284,0.003967024041363506,-0.1072374321522987,0.08218028910947334,-0.06139043886268696,0.013993656939145975,75
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2024,6,-0.07202458416103719,-0.12178563667176599,0.062465853821220246,-0.1286916085568558,0.09478326737836607,0.021203539867998285,76
41620,"Salt Lake City-Murray, UT",2024,8,-0.0809442672339063,-0.25672755175440776,0.03228337800461181,0.22408150252283526,-0.10742865482942306,0.026847058822477433,77
16980,"Chicago-Naperville-Elgin, IL-IN",2024,8,-0.09538502408473146,-0.31731952059344976,0.2502096170834552,-0.12357486586997782,0.09906208229071559,-0.0037623369954746795,78
27260,"Jacksonville, FL",2024,8,-0.10348776288428478,0.26413893855500725,-0.2519231640747062,-0.008265894818410623,-0.12305477819152444,0.015617135645349249,79
19740,"Denver-Aurora-Centennial, CO",2024,8,-0.12795064494652422,-0.2103511468268348,0.008798672934838402,0.18939392527442034,-0.08058387027377178,-0.03520822605517637,80
41700,"San Antonio-New Braunfels, TX",2024,8,-0.13504257814364704,0.11178002054589964,-0.053181560021688806,0.003489024348714745,-0.20560028590024482,0.008470222883672199,81
16740,"Charlotte-Concord-Gastonia, NC-SC",2024,8,-0.14046283892770842,0.23454585496821614,-0.31510687855609787,0.029251217190389516,-0.10695920720386448,0.017806174673648294,82
12940,"Baton Rouge, LA",2024,8,-0.1576450820097663,-0.010208145476661594,0.07650714171048913,0.03077971931283216,-0.04195314791762698,-0.21277064963879902,83
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2024,8,-0.17492962963025163,0.17959172065746787,-0.31045355918061485,0.12213491895737656,-0.13243061398342934,-0.033772096081051896,84
22220,"Fayetteville-Springdale-Rogers, AR",2024,8,-0.17616318100145018,0.3017329943267992,-0.6784719574223435,0.18326409966185297,0.01271184782382629,0.0045998346084148494,85
41740,"San Diego-Chula Vista-Carlsbad, CA",2024,8,-0.19045810571418398,-0.1877609497631768,0.09771229952702638,-0.054311140738056735,-0.07058757044292395,0.02448925570294712,86
45300,"Tampa-St. Petersburg-Clearwater, FL",2024,8,-0.20633546043247675,0.07235307386756776,-0.048101559692141964,-0.16139030556378112,-0.09517609704903314,0.0259794280049117,87
39580,"Raleigh-Cary, NC",2024,8,-0.20662055512060448,0.36187436246575383,-0.5702846042372157,0.13352096324641038,-0.15383402575888624,0.022102749163333296,88
40140,"Riverside-San Bernardino-Ontario, CA",2024,8,-0.22432110568070096,0.10788330602558469,0.07972631402942736,-0.4097925843534204,-0.023698522324342476,0.0215603809420499,89
12260,"Augusta-Richmond County, GA-SC",2024,8,-0.22750314281529577,0.041379261050413466,-0.1586160673178989,-0.106030817446114,0.0021089400972072506,-0.006344459198903552,90
49340,"Worcester, MA",2024,8,-0.2284282841115423,-0.49541118596301514,0.16914353739329335,-0.0869457386349925,0.16532842302410528,0.01945668006906671,91
38060,"Phoenix-Mesa-Chandler, AZ",2024,8,-0.27789630085405254,0.11712742997363662,-0.31794280090958826,0.044117393377918715,-0.14799855141697377,0.026800228120954107,92
21340,"El Paso, TX",2024,8,-0.283708887986926,-0.19945087066106815,0.16724472165069584,-0.22069756720084086,0.0012182887820646547,-0.03202346055777748,93
36260,"Ogden, UT",2024,8,-0.30574931094100805,-0.2748701975437744,-0.0686266457682269,0.1088730858659386,-0.09135217086699493,0.020226617372049602,94
28660,"Killeen-Temple, TX",2024,8,-0.3422374523023848,0.05460470106646337,-0.20628251143524717,-0.05165005129275444,-0.14824948075610794,0.009339890115261413,95
12060,"Atlanta-Sandy Springs-Roswell, GA",2024,8,-0.36632150575554784,-0.012243065109993095,-0.1300031681107097,-0.019616589292342293,-0.14522511069403424,-0.0592335725484685,96
35840,"North Port-Bradenton-Sarasota, FL",2024,8,-0.39206849934625476,0.44386126837261497,-0.573679756564829,-0.09622642017433959,-0.18831169719326887,0.022288106213567676,97
35620,"New York-Newark-Jersey City, NY-NJ",2024,8,-0.3975125465723692,-0.3541892254497392,0.16464378682519018,-0.25212196471333853,0.04080338156845014,0.00335147519706822,98
32820,"Memphis, TN-MS-AR",2024,8,-0.45052416660622135,-0.38493011630681795,0.16115145775947942,-0.025949114838636662,0.009527280361153965,-0.21032367358140014,99
