recipe,tau_pseudo,tau_finalized,retention,mean_top10_overlap,windows,note
v0.6 (Q1 state income chain),0.3837377495280132,0.4310753903834319,0.8901870950848924,5.0,2016 2017 2018 2019 2021 2022,"descriptive measurement, not a gate; page stays speculative"
