tau_pseudo,tau_finalized,retention,retention_bar,prong_a_pass,mean_top10_overlap,overlap_bar,prong_b_pass,verdict,windows
0.3566792713583993,0.4310753903834319,0.8274173829342033,0.85,False,4.833333333333333,7.0,False,FAIL,2016 2017 2018 2019 2021 2022
